id,name,type,source
4316,acantholytic squamous cell skin carcinoma,disease,MONDO
4318,MMP9,gene/protein,NCBI
4321,MMP12,gene/protein,NCBI
4524,MTHFR,gene/protein,NCBI
4595,MUTYH,gene/protein,NCBI
4790,NFKB1,gene/protein,NCBI
4843,NOS2,gene/protein,NCBI
4851,NOTCH1,gene/protein,NCBI
4904,YBX1,gene/protein,NCBI
4953,ODC1,gene/protein,NCBI
5020,OXT,gene/protein,NCBI
5071,PRKN,gene/protein,NCBI
5111,PCNA,gene/protein,NCBI
5121,PCP4,gene/protein,NCBI
5423,POLB,gene/protein,NCBI
5468,PPARG,gene/protein,NCBI
5606,MAP2K3,gene/protein,NCBI
5743,PTGS2,gene/protein,NCBI
5782,PTPN12,gene/protein,NCBI
5795,PTPRJ,gene/protein,NCBI
5970,RELA,gene/protein,NCBI
5981,RFC1,gene/protein,NCBI
6275,S100A4,gene/protein,NCBI
6280,S100A9,gene/protein,NCBI
6364,CCL20,gene/protein,NCBI
6513,SLC2A1,gene/protein,NCBI
6573,lipodystrophy (disease),disease,MONDO
6580,SLC22A1,gene/protein,NCBI
6648,SOD2,gene/protein,NCBI
6678,SPARC,gene/protein,NCBI
6714,SRC,gene/protein,NCBI
6774,STAT3,gene/protein,NCBI
6817,SULT1A1,gene/protein,NCBI
6876,TAGLN,gene/protein,NCBI
6934,TCF7L2,gene/protein,NCBI
6941,TCF19,gene/protein,NCBI
7048,acrokeratosis verruciformis,disease,MONDO
7124,TNF,gene/protein,NCBI
7157,TP53,gene/protein,NCBI
7158,TP53BP1,gene/protein,NCBI
7170,TPM3,gene/protein,NCBI
7298,TYMS,gene/protein,NCBI
7372,UMPS,gene/protein,NCBI
7422,VEGFA,gene/protein,NCBI
8313,AXIN2,gene/protein,NCBI
8314,BAP1,gene/protein,NCBI
8320,EOMES,gene/protein,NCBI
8434,RECK,gene/protein,NCBI
8549,LGR5,gene/protein,NCBI
8626,TP63,gene/protein,NCBI
8668,EIF3I,gene/protein,NCBI
8678,BECN1,gene/protein,NCBI
8743,TNFSF10,gene/protein,NCBI
8797,TNFRSF10A,gene/protein,NCBI
8842,PROM1,gene/protein,NCBI
9235,IL32,gene/protein,NCBI
10765,KDM5B,gene/protein,NCBI
11156,PTP4A3,gene/protein,NCBI
11200,CHEK2,gene/protein,NCBI
23028,KDM1A,gene/protein,NCBI
23186,RCOR1,gene/protein,NCBI
23236,PLCB1,gene/protein,NCBI
23476,BRD4,gene/protein,NCBI
25788,RAD54B,gene/protein,NCBI
27035,NOX1,gene/protein,NCBI
28234,SLCO1B3,gene/protein,NCBI
29950,SERTAD1,gene/protein,NCBI
30011,SH3KBP1,gene/protein,NCBI
50507,NOX4,gene/protein,NCBI
51176,LEF1,gene/protein,NCBI
54739,XAF1,gene/protein,NCBI
57381,RHOJ,gene/protein,NCBI
57447,NDRG2,gene/protein,NCBI
60487,TRMT11,gene/protein,NCBI
80196,RNF34,gene/protein,NCBI
90355,MACIR,gene/protein,NCBI
116844,LRG1,gene/protein,NCBI
160728,SLC5A8,gene/protein,NCBI
407008,MIR223,gene/protein,NCBI
407054,MIR98,gene/protein,NCBI
553158,PRR5-ARHGAP8,gene/protein,NCBI
100507056,CCAT1,gene/protein,NCBI
31,ACACA,gene/protein,NCBI
47,ACLY,gene/protein,NCBI
50,ACO2,gene/protein,NCBI
51,ACOX1,gene/protein,NCBI
60,ACTB,gene/protein,NCBI
118,ADD1,gene/protein,NCBI
127,ADH4,gene/protein,NCBI
148,ADRA1A,gene/protein,NCBI
151,ADRA2B,gene/protein,NCBI
174,AFP,gene/protein,NCBI
307,ANXA4,gene/protein,NCBI
319,APOF,gene/protein,NCBI
325,APCS,gene/protein,NCBI
328,APEX1,gene/protein,NCBI
335,APOA1,gene/protein,NCBI
367,AR,gene/protein,NCBI
390,RND3,gene/protein,NCBI
472,ATM,gene/protein,NCBI
598,BCL2L1,gene/protein,NCBI
637,BID,gene/protein,NCBI
699,BUB1,gene/protein,NCBI
701,BUB1B,gene/protein,NCBI
735,C9,gene/protein,NCBI
760,CA2,gene/protein,NCBI
841,CASP8,gene/protein,NCBI
864,RUNX3,gene/protein,NCBI
891,CCNB1,gene/protein,NCBI
898,CCNE1,gene/protein,NCBI
899,CCNF,gene/protein,NCBI
922,CD5L,gene/protein,NCBI
947,CD34,gene/protein,NCBI
983,CDK1,gene/protein,NCBI
990,CDC6,gene/protein,NCBI
991,CDC20,gene/protein,NCBI
1027,gonococcal seminal vesiculitis,disease,MONDO
1031,CDKN2C,gene/protein,NCBI
1033,CDKN3,gene/protein,NCBI
1050,CEBPA,gene/protein,NCBI
1051,CEBPB,gene/protein,NCBI
1052,CEBPD,gene/protein,NCBI
1058,CENPA,gene/protein,NCBI
1071,CETP,gene/protein,NCBI
1230,acute orbital inflammation,disease,MONDO
1306,COL15A1,gene/protein,NCBI
1312,COMT,gene/protein,NCBI
1393,CRHBP,gene/protein,NCBI
1401,CRP,gene/protein,NCBI
1464,CSPG4,gene/protein,NCBI
1509,CTSD,gene/protein,NCBI
1540,CYLD,gene/protein,NCBI
1543,CYP1A1,gene/protein,NCBI
1544,CYP1A2,gene/protein,NCBI
1555,CYP2B6,gene/protein,NCBI
1571,CYP2E1,gene/protein,NCBI
1579,CYP4A11,gene/protein,NCBI
1586,CYP17A1,gene/protein,NCBI
1621,DBH,gene/protein,NCBI
1634,DCN,gene/protein,NCBI
1636,ACE,gene/protein,NCBI
1646,AKR1C2,gene/protein,NCBI
1776,DNASE1L3,gene/protein,NCBI
1827,RCAN1,gene/protein,NCBI
1869,E2F1,gene/protein,NCBI
1950,EGF,gene/protein,NCBI
1958,EGR1,gene/protein,NCBI
1959,EGR2,gene/protein,NCBI
2023,ENO1,gene/protein,NCBI
2052,EPHX1,gene/protein,NCBI
2056,EPO,gene/protein,NCBI
2099,ESR1,gene/protein,NCBI
2108,ETFA,gene/protein,NCBI
2146,EZH2,gene/protein,NCBI
2147,F2,gene/protein,NCBI
2177,FANCD2,gene/protein,NCBI
2182,ACSL4,gene/protein,NCBI
2220,FCN2,gene/protein,NCBI
2222,FDFT1,gene/protein,NCBI
2248,FGF3,gene/protein,NCBI
2249,FGF4,gene/protein,NCBI
2305,FOXM1,gene/protein,NCBI
2563,GABRD,gene/protein,NCBI
2597,GAPDH,gene/protein,NCBI
2658,iris cancer,disease,MONDO
2690,GHR,gene/protein,NCBI
2735,GLI1,gene/protein,NCBI
2752,GLUL,gene/protein,NCBI
2775,GNAO1,gene/protein,NCBI
2810,SFN,gene/protein,NCBI
2823,GPM6A,gene/protein,NCBI
2944,external ear carcinoma,disease,MONDO
2998,GYS2,gene/protein,NCBI
3082,HGF,gene/protein,NCBI
3083,HGFAC,gene/protein,NCBI
3148,HMGB2,gene/protein,NCBI
3156,HMGCR,gene/protein,NCBI
3161,HMMR,gene/protein,NCBI
3206,HOXA10,gene/protein,NCBI
3209,HOXA13,gene/protein,NCBI
3235,HOXD9,gene/protein,NCBI
3265,HRAS,gene/protein,NCBI
3284,HSD3B2,gene/protein,NCBI
3309,HSPA5,gene/protein,NCBI
3313,HSPA9,gene/protein,NCBI
3417,IDH1,gene/protein,NCBI
3439,IFNA1,gene/protein,NCBI
3476,IGBP1,gene/protein,NCBI
3479,IGF1,gene/protein,NCBI
3480,IGF1R,gene/protein,NCBI
3482,IGF2R,gene/protein,NCBI
3483,IGFALS,gene/protein,NCBI
3491,CCN1,gene/protein,NCBI
3556,endometrial adenosquamous carcinoma,disease,MONDO
3569,IL6,gene/protein,NCBI
3576,CXCL8,gene/protein,NCBI
3660,IRF2,gene/protein,NCBI
3667,IRS1,gene/protein,NCBI
3699,ITIH3,gene/protein,NCBI
3832,KIF11,gene/protein,NCBI
3833,KIFC1,gene/protein,NCBI
3925,STMN1,gene/protein,NCBI
3931,LCAT,gene/protein,NCBI
3954,LETM1,gene/protein,NCBI
3977,LIFR,gene/protein,NCBI
4018,LPA,gene/protein,NCBI
4102,MAGEA3,gene/protein,NCBI
4105,MAGEA6,gene/protein,NCBI
4137,MAPT,gene/protein,NCBI
4143,MAT1A,gene/protein,NCBI
4204,MECP2,gene/protein,NCBI
4233,MET,gene/protein,NCBI
4297,KMT2A,gene/protein,NCBI
4353,MPO,gene/protein,NCBI
4439,MSH5,gene/protein,NCBI
4489,MT1A,gene/protein,NCBI
4493,MT1E,gene/protein,NCBI
4494,MT1F,gene/protein,NCBI
4502,MT2A,gene/protein,NCBI
4598,MVK,gene/protein,NCBI
4605,chronic ulcer of skin,disease,MONDO
4751,NEK2,gene/protein,NCBI
4780,NFE2L2,gene/protein,NCBI
4792,NFKBIA,gene/protein,NCBI
4796,TONSL,gene/protein,NCBI
4830,NME1,gene/protein,NCBI
4837,NNMT,gene/protein,NCBI
4854,NOTCH3,gene/protein,NCBI
4998,ORC1,gene/protein,NCBI
5052,PRDX1,gene/protein,NCBI
5155,PDGFB,gene/protein,NCBI
5157,PDGFRL,gene/protein,NCBI
5166,PDK4,gene/protein,NCBI
5199,CFP,gene/protein,NCBI
5218,CDK14,gene/protein,NCBI
5226,PGD,gene/protein,NCBI
5243,ABCB1,gene/protein,NCBI
5244,ABCB4,gene/protein,NCBI
5245,PHB,gene/protein,NCBI
5265,SERPINA1,gene/protein,NCBI
5267,SERPINA4,gene/protein,NCBI
5290,PIK3CA,gene/protein,NCBI
5307,PITX1,gene/protein,NCBI
5315,PKM,gene/protein,NCBI
5317,PKP1,gene/protein,NCBI
5347,PLK1,gene/protein,NCBI
5502,PPP1R1A,gene/protein,NCBI
5728,PTEN,gene/protein,NCBI
5745,PTH1R,gene/protein,NCBI
5747,PTK2,gene/protein,NCBI
5836,PYGL,gene/protein,NCBI
5858,PZP,gene/protein,NCBI
5879,RAC1,gene/protein,NCBI
5914,RARA,gene/protein,NCBI
5925,RB1,gene/protein,NCBI
6091,ROBO1,gene/protein,NCBI
6194,RPS6,gene/protein,NCBI
6197,RPS6KA3,gene/protein,NCBI
6240,RRM1,gene/protein,NCBI
6241,RRM2,gene/protein,NCBI
6319,SCD,gene/protein,NCBI
6348,CCL3,gene/protein,NCBI
6387,CXCL12,gene/protein,NCBI
6422,SFRP1,gene/protein,NCBI
6469,SHH,gene/protein,NCBI
6502,SKP2,gene/protein,NCBI
6720,SREBF1,gene/protein,NCBI
6721,SREBF2,gene/protein,NCBI
6756,SSX1,gene/protein,NCBI
6772,STAT1,gene/protein,NCBI
6790,AURKA,gene/protein,NCBI
6888,TALDO1,gene/protein,NCBI
6927,HNF1A,gene/protein,NCBI
7001,PRDX2,gene/protein,NCBI
7015,TERT,gene/protein,NCBI
7039,TGFA,gene/protein,NCBI
7040,TGFB1,gene/protein,NCBI
7053,TGM3,gene/protein,NCBI
7054,TH,gene/protein,NCBI
7070,THY1,gene/protein,NCBI
7083,TK1,gene/protein,NCBI
7099,TLR4,gene/protein,NCBI
7153,TOP2A,gene/protein,NCBI
7248,TSC1,gene/protein,NCBI
7263,TST,gene/protein,NCBI
7272,TTK,gene/protein,NCBI
7325,UBE2E2,gene/protein,NCBI
7345,UCHL1,gene/protein,NCBI
7376,NR1H2,gene/protein,NCBI
7412,Beare-Stevenson cutis gyrata syndrome,disease,MONDO
7433,VIPR1,gene/protein,NCBI
7538,ZFP36,gene/protein,NCBI
7546,ZIC2,gene/protein,NCBI
7571,ZNF23,gene/protein,NCBI
7832,BTG2,gene/protein,NCBI
7980,TFPI2,gene/protein,NCBI
8208,CHAF1B,gene/protein,NCBI
8289,ARID1A,gene/protein,NCBI
8312,AXIN1,gene/protein,NCBI
8318,CDC45,gene/protein,NCBI
8406,SRPX,gene/protein,NCBI
8407,TAGLN2,gene/protein,NCBI
8431,NR0B2,gene/protein,NCBI
8438,RAD54L,gene/protein,NCBI
8547,FCN3,gene/protein,NCBI
8660,IRS2,gene/protein,NCBI
8667,EIF3H,gene/protein,NCBI
8685,MARCO,gene/protein,NCBI
8805,TRIM24,gene/protein,NCBI
8821,INPP4B,gene/protein,NCBI
8826,IQGAP1,gene/protein,NCBI
8835,SOCS2,gene/protein,NCBI
8862,APLN,gene/protein,NCBI
8900,CCNA1,gene/protein,NCBI
9021,SOCS3,gene/protein,NCBI
9055,PRC1,gene/protein,NCBI
9077,DIRAS3,gene/protein,NCBI
9099,USP2,gene/protein,NCBI
9133,CCNB2,gene/protein,NCBI
9156,EXO1,gene/protein,NCBI
9212,AURKB,gene/protein,NCBI
9227,LRAT,gene/protein,NCBI
9232,PTTG1,gene/protein,NCBI
9319,TRIP13,gene/protein,NCBI
9332,CD163,gene/protein,NCBI
9353,SLIT2,gene/protein,NCBI
9493,KIF23,gene/protein,NCBI
9510,ADAMTS1,gene/protein,NCBI
9518,GDF15,gene/protein,NCBI
9547,CXCL14,gene/protein,NCBI
9588,PRDX6,gene/protein,NCBI
9636,ISG15,gene/protein,NCBI
9681,DEPDC5,gene/protein,NCBI
9757,KMT2B,gene/protein,NCBI
9768,PCLAF,gene/protein,NCBI
9787,DLGAP5,gene/protein,NCBI
9824,ARHGAP11A,gene/protein,NCBI
9829,DNAJC6,gene/protein,NCBI
9833,MELK,gene/protein,NCBI
9837,GINS1,gene/protein,NCBI
9920,KBTBD11,gene/protein,NCBI
9928,KIF14,gene/protein,NCBI
9965,FGF19,gene/protein,NCBI
9971,NR1H4,gene/protein,NCBI
10024,TROAP,gene/protein,NCBI
10112,KIF20A,gene/protein,NCBI
10293,TRAIP,gene/protein,NCBI
10332,CLEC4M,gene/protein,NCBI
10403,albinism-deafness syndrome,disease,MONDO
10413,YAP1,gene/protein,NCBI
10460,TACC3,gene/protein,NCBI
10476,ATP5PD,gene/protein,NCBI
10486,CAP2,gene/protein,NCBI
10533,ATG7,gene/protein,NCBI
10537,UBD,gene/protein,NCBI
10553,HTATIP2,gene/protein,NCBI
10584,COLEC10,gene/protein,NCBI
10642,IGF2BP1,gene/protein,NCBI
10643,IGF2BP3,gene/protein,NCBI
10788,IQGAP2,gene/protein,NCBI
10855,HPSE,gene/protein,NCBI
10894,LYVE1,gene/protein,NCBI
10961,ERP29,gene/protein,NCBI
10987,COPS5,gene/protein,NCBI
10990,LILRB5,gene/protein,NCBI
11004,KIF2C,gene/protein,NCBI
11065,UBE2C,gene/protein,NCBI
11082,ESM1,gene/protein,NCBI
11093,ADAMTS13,gene/protein,NCBI
11130,ZWINT,gene/protein,NCBI
11185,INMT,gene/protein,NCBI
11315,PARK7,gene/protein,NCBI
11318,GPR182,gene/protein,NCBI
11326,VSIG4,gene/protein,NCBI
22822,PHLDA1,gene/protein,NCBI
22849,CPEB3,gene/protein,NCBI
22937,SCAP,gene/protein,NCBI
22974,TPX2,gene/protein,NCBI
22994,CEP131,gene/protein,NCBI
23397,NCAPH,gene/protein,NCBI
24137,KIF4A,gene/protein,NCBI
25891,PAMR1,gene/protein,NCBI
25903,OLFML2B,gene/protein,NCBI
27085,MTBP,gene/protein,NCBI
27232,GNMT,gene/protein,NCBI
28982,FLVCR1,gene/protein,NCBI
29089,UBE2T,gene/protein,NCBI
29108,PYCARD,gene/protein,NCBI
29126,CD274,gene/protein,NCBI
29127,RACGAP1,gene/protein,NCBI
29128,UHRF1,gene/protein,NCBI
30845,EHD3,gene/protein,NCBI
51053,GMNN,gene/protein,NCBI
51085,MLXIPL,gene/protein,NCBI
51166,AADAT,gene/protein,NCBI
51179,HAO2,gene/protein,NCBI
51191,HERC5,gene/protein,NCBI
51201,ZDHHC2,gene/protein,NCBI
51203,NUSAP1,gene/protein,NCBI
51266,CLEC1B,gene/protein,NCBI
51302,CYP39A1,gene/protein,NCBI
51316,PLAC8,gene/protein,NCBI
51360,MBTPS2,gene/protein,NCBI
51438,MAGEC2,gene/protein,NCBI
51441,YTHDF2,gene/protein,NCBI
51512,GTSE1,gene/protein,NCBI
51514,DTL,gene/protein,NCBI
54443,ANLN,gene/protein,NCBI
54968,TMEM70,gene/protein,NCBI
55143,CDCA8,gene/protein,NCBI
55165,CEP55,gene/protein,NCBI
55215,FANCI,gene/protein,NCBI
55227,LRRC1,gene/protein,NCBI
55247,NEIL3,gene/protein,NCBI
55355,HJURP,gene/protein,NCBI
55379,LRRC59,gene/protein,NCBI
55388,MCM10,gene/protein,NCBI
55576,STAB2,gene/protein,NCBI
55635,DEPDC1,gene/protein,NCBI
55723,ASF1B,gene/protein,NCBI
55789,DEPDC1B,gene/protein,NCBI
55840,EAF2,gene/protein,NCBI
55872,PBK,gene/protein,NCBI
56892,TCIM,gene/protein,NCBI
56992,KIF15,gene/protein,NCBI
57016,AKR1B10,gene/protein,NCBI
57125,PLXDC1,gene/protein,NCBI
57393,CLTRN,gene/protein,NCBI
57405,SPC25,gene/protein,NCBI
57492,ARID1B,gene/protein,NCBI
57509,MTUS1,gene/protein,NCBI
57512,GPR158,gene/protein,NCBI
57733,GBA3,gene/protein,NCBI
57817,HAMP,gene/protein,NCBI
58508,KMT2C,gene/protein,NCBI
64151,NCAPG,gene/protein,NCBI
64399,HHIP,gene/protein,NCBI
64478,CSMD1,gene/protein,NCBI
64651,CSRNP1,gene/protein,NCBI
65010,SLC26A6,gene/protein,NCBI
79019,CENPM,gene/protein,NCBI
79574,EPS8L3,gene/protein,NCBI
79682,CENPU,gene/protein,NCBI
79733,E2F8,gene/protein,NCBI
79742,DIPK2B,gene/protein,NCBI
79831,KDM8,gene/protein,NCBI
79968,WDR76,gene/protein,NCBI
80028,FBXL18,gene/protein,NCBI
80168,MOGAT2,gene/protein,NCBI
80178,TEDC2,gene/protein,NCBI
80381,CD276,gene/protein,NCBI
81610,FAM83D,gene/protein,NCBI
81620,CDT1,gene/protein,NCBI
81930,KIF18A,gene/protein,NCBI
83394,PITPNM3,gene/protein,NCBI
83461,CDCA3,gene/protein,NCBI
83483,PLVAP,gene/protein,NCBI
83540,NUF2,gene/protein,NCBI
83597,RTP3,gene/protein,NCBI
83854,ANGPTL6,gene/protein,NCBI
83875,BCO2,gene/protein,NCBI
83876,MRO,gene/protein,NCBI
83932,SPRTN,gene/protein,NCBI
83940,TATDN1,gene/protein,NCBI
84107,ZIC4,gene/protein,NCBI
84735,CNDP1,gene/protein,NCBI
84870,RSPO3,gene/protein,NCBI
84873,ADGRG7,gene/protein,NCBI
84879,MFSD2A,gene/protein,NCBI
84904,ARHGEF39,gene/protein,NCBI
85416,ZIC5,gene/protein,NCBI
85445,CNTNAP4,gene/protein,NCBI
85480,TSLP,gene/protein,NCBI
87178,PNPT1,gene/protein,NCBI
89885,FATE1,gene/protein,NCBI
90381,TICRR,gene/protein,NCBI
91937,TIMD4,gene/protein,NCBI
113130,CDCA5,gene/protein,NCBI
114804,RNF157,gene/protein,NCBI
114990,VASN,gene/protein,NCBI
117145,THEM4,gene/protein,NCBI
122953,JDP2,gene/protein,NCBI
128239,IQGAP3,gene/protein,NCBI
131669,UROC1,gene/protein,NCBI
138009,DCAF4L2,gene/protein,NCBI
139420,PPP4R3C,gene/protein,NCBI
143941,TTC36,gene/protein,NCBI
146909,KIF18B,gene/protein,NCBI
147372,CCBE1,gene/protein,NCBI
150468,CKAP2L,gene/protein,NCBI
157313,CDCA2,gene/protein,NCBI
168667,BMPER,gene/protein,NCBI
169611,OLFML2A,gene/protein,NCBI
170392,OIT3,gene/protein,NCBI
170712,COX7B2,gene/protein,NCBI
196528,ARID2,gene/protein,NCBI
197358,NLRC3,gene/protein,NCBI
220134,SKA1,gene/protein,NCBI
221150,SKA3,gene/protein,NCBI
259266,ASPM,gene/protein,NCBI
283600,SLC25A47,gene/protein,NCBI
284403,WDR62,gene/protein,NCBI
338005,LINC00221,gene/protein,NCBI
339390,CLEC4G,gene/protein,NCBI
374393,FAM111B,gene/protein,NCBI
374569,ASPG,gene/protein,NCBI
387103,CENPW,gene/protein,NCBI
387775,SLC22A10,gene/protein,NCBI
389558,FAM180A,gene/protein,NCBI
400258,C14orf180,gene/protein,NCBI
406906,MIR122,gene/protein,NCBI
574473,MIR520B,gene/protein,NCBI
653067,XAGE1B,gene/protein,NCBI
653820,FAM72B,gene/protein,NCBI
664612,MIR539,gene/protein,NCBI
693200,MIR615,gene/protein,NCBI
723961,INS-IGF2,gene/protein,NCBI
100124700,HOTAIR,gene/protein,NCBI
100126334,MIR885,gene/protein,NCBI
100507436,MICA,gene/protein,NCBI
105416157,NKILA,gene/protein,NCBI
9,NAT1,gene/protein,NCBI
624,BDKRB2,gene/protein,NCBI
3108,HLA-DMA,gene/protein,NCBI
3586,IL10,gene/protein,NCBI
3827,KNG1,gene/protein,NCBI
50943,FOXP3,gene/protein,NCBI
21,ABCA3,gene/protein,NCBI
24,ABCA4,gene/protein,NCBI
25,ABL1,gene/protein,NCBI
34,ACADM,gene/protein,NCBI
43,ACHE,gene/protein,NCBI
90,ACVR1,gene/protein,NCBI
95,ACY1,gene/protein,NCBI
102,ADAM10,gene/protein,NCBI
103,ADAR,gene/protein,NCBI
142,PARP1,gene/protein,NCBI
182,JAG1,gene/protein,NCBI
196,AHR,gene/protein,NCBI
207,AKT1,gene/protein,NCBI
208,AKT2,gene/protein,NCBI
226,ALDOA,gene/protein,NCBI
267,AMFR,gene/protein,NCBI
287,ANK2,gene/protein,NCBI
318,NUDT2,gene/protein,NCBI
329,BIRC2,gene/protein,NCBI
343,AQP8,gene/protein,NCBI
346,APOC4,gene/protein,NCBI
353,APRT,gene/protein,NCBI
357,SHROOM2,gene/protein,NCBI
374,AREG,gene/protein,NCBI
375,ARF1,gene/protein,NCBI
396,ARHGDIA,gene/protein,NCBI
435,ASL,gene/protein,NCBI
489,ATP2A3,gene/protein,NCBI
533,ATP6V0B,gene/protein,NCBI
540,ATP7B,gene/protein,NCBI
554,AVPR2,gene/protein,NCBI
573,BAG1,gene/protein,NCBI
580,BARD1,gene/protein,NCBI
590,BCHE,gene/protein,NCBI
597,BCL2A1,gene/protein,NCBI
643,CXCR5,gene/protein,NCBI
650,BMP2,gene/protein,NCBI
652,BMP4,gene/protein,NCBI
659,BMPR2,gene/protein,NCBI
672,BRCA1,gene/protein,NCBI
675,BRCA2,gene/protein,NCBI
695,BTK,gene/protein,NCBI
741,ZNHIT2,gene/protein,NCBI
840,CASP7,gene/protein,NCBI
847,CAT,gene/protein,NCBI
857,CAV1,gene/protein,NCBI
865,CBFB,gene/protein,NCBI
914,CD2,gene/protein,NCBI
996,CDC27,gene/protein,NCBI
1003,CDH5,gene/protein,NCBI
1008,CDH10,gene/protein,NCBI
1040,CDS1,gene/protein,NCBI
1073,CFL2,gene/protein,NCBI
1111,CHEK1,gene/protein,NCBI
1144,CHRND,gene/protein,NCBI
1180,CLCN1,gene/protein,NCBI
1294,COL7A1,gene/protein,NCBI
1301,COL11A1,gene/protein,NCBI
1310,COL19A1,gene/protein,NCBI
1364,CLDN4,gene/protein,NCBI
1374,CPT1A,gene/protein,NCBI
1394,CRHR1,gene/protein,NCBI
1406,CRX,gene/protein,NCBI
1435,CSF1,gene/protein,NCBI
1436,CSF1R,gene/protein,NCBI
1437,CSF2,gene/protein,NCBI
1440,CSF3,gene/protein,NCBI
1453,CSNK1D,gene/protein,NCBI
1472,CST4,gene/protein,NCBI
1474,CST6,gene/protein,NCBI
1523,CUX1,gene/protein,NCBI
1545,CYP1B1,gene/protein,NCBI
1565,CYP2D6,gene/protein,NCBI
1576,CYP3A4,gene/protein,NCBI
1588,CYP19A1,gene/protein,NCBI
1591,CYP24A1,gene/protein,NCBI
1649,DDIT3,gene/protein,NCBI
1654,DDX3X,gene/protein,NCBI
1662,DDX10,gene/protein,NCBI
1674,DES,gene/protein,NCBI
1719,gonococcal bursitis,disease,MONDO
1728,NQO1,gene/protein,NCBI
1735,DIO3,gene/protein,NCBI
1756,frontal sinus cancer,disease,MONDO
1770,DNAH9,gene/protein,NCBI
1788,DNMT3A,gene/protein,NCBI
1789,DNMT3B,gene/protein,NCBI
1825,DSC3,gene/protein,NCBI
1857,DVL3,gene/protein,NCBI
1902,congenital agammaglobulinemia,disease,MONDO
1909,EDNRA,gene/protein,NCBI
1910,EDNRB,gene/protein,NCBI
1933,EEF1B2,gene/protein,NCBI
1938,vulvar dystrophy,disease,MONDO
1942,EFNA1,gene/protein,NCBI
1983,EIF5,gene/protein,NCBI
1990,CELA1,gene/protein,NCBI
2004,ELK3,gene/protein,NCBI
2033,EP300,gene/protein,NCBI
2050,EPHB4,gene/protein,NCBI
2057,EPOR,gene/protein,NCBI
2065,ERBB3,gene/protein,NCBI
2066,ERBB4,gene/protein,NCBI
2074,ERCC6,gene/protein,NCBI
2100,ESR2,gene/protein,NCBI
2101,ESRRA,gene/protein,NCBI
2114,ETS2,gene/protein,NCBI
2118,ETV4,gene/protein,NCBI
2152,F3,gene/protein,NCBI
2166,FAAH,gene/protein,NCBI
2173,FABP7,gene/protein,NCBI
2218,FKTN,gene/protein,NCBI
2255,FGF10,gene/protein,NCBI
2263,FGFR2,gene/protein,NCBI
2274,FHL2,gene/protein,NCBI
2316,FLNA,gene/protein,NCBI
2350,FOLR2,gene/protein,NCBI
2538,G6PC,gene/protein,NCBI
2549,GAB1,gene/protein,NCBI
2557,GABRA4,gene/protein,NCBI
2568,GABRP,gene/protein,NCBI
2625,GATA3,gene/protein,NCBI
2662,GDF10,gene/protein,NCBI
2697,GJA1,gene/protein,NCBI
2771,GNAI2,gene/protein,NCBI
2804,GOLGB1,gene/protein,NCBI
2817,GPC1,gene/protein,NCBI
2821,GPI,gene/protein,NCBI
2837,UTS2R,gene/protein,NCBI
2852,GPER1,gene/protein,NCBI
2876,GPX1,gene/protein,NCBI
2877,GPX2,gene/protein,NCBI
2879,GPX4,gene/protein,NCBI
2886,GRB7,gene/protein,NCBI
2899,GRIK3,gene/protein,NCBI
2906,GRIN2D,gene/protein,NCBI
2916,GRM6,gene/protein,NCBI
2920,CXCL2,gene/protein,NCBI
2934,GSN,gene/protein,NCBI
2956,MSH6,gene/protein,NCBI
2986,GUCY2F,gene/protein,NCBI
3006,H1-2,gene/protein,NCBI
3014,H2AX,gene/protein,NCBI
3032,HADHB,gene/protein,NCBI
3069,HDLBP,gene/protein,NCBI
3084,NRG1,gene/protein,NCBI
3087,HHEX,gene/protein,NCBI
3090,extrahepatic bile duct carcinoma,disease,MONDO
3101,HK3,gene/protein,NCBI
3141,HLCS,gene/protein,NCBI
3162,HMOX1,gene/protein,NCBI
3169,FOXA1,gene/protein,NCBI
3190,middle ear carcinoma,disease,MONDO
3191,HNRNPL,gene/protein,NCBI
3200,HOXA3,gene/protein,NCBI
3201,HOXA4,gene/protein,NCBI
3219,HOXB9,gene/protein,NCBI
3237,HOXD11,gene/protein,NCBI
3240,HP,gene/protein,NCBI
3273,HRG,gene/protein,NCBI
3290,HSD11B1,gene/protein,NCBI
3304,HSPA1B,gene/protein,NCBI
3320,HSP90AA1,gene/protein,NCBI
3381,IBSP,gene/protein,NCBI
3431,SP110,gene/protein,NCBI
3440,IFNA2,gene/protein,NCBI
3456,IFNB1,gene/protein,NCBI
3488,IGFBP5,gene/protein,NCBI
3551,thymic adenosquamous carcinoma,disease,MONDO
3620,IDO1,gene/protein,NCBI
3680,ITGA9,gene/protein,NCBI
3692,EIF6,gene/protein,NCBI
3741,KCNA5,gene/protein,NCBI
3756,KCNH1,gene/protein,NCBI
3758,KCNJ1,gene/protein,NCBI
3772,KCNJ15,gene/protein,NCBI
3791,KDR,gene/protein,NCBI
3815,KIT,gene/protein,NCBI
3841,KPNA5,gene/protein,NCBI
3852,KRT5,gene/protein,NCBI
3856,KRT8,gene/protein,NCBI
3861,KRT14,gene/protein,NCBI
3875,KRT18,gene/protein,NCBI
3895,KTN1,gene/protein,NCBI
3908,LAMA2,gene/protein,NCBI
3945,LDHB,gene/protein,NCBI
3953,LEPR,gene/protein,NCBI
3957,LGALS2,gene/protein,NCBI
