slug,title,letter,url,alt_titles
meralgia-paraesthetica,Bernhardt Rot syndrome,B,https://dermnetnz.org/topics/meralgia-paraesthetica,Bernhardts paraesthesia | Lateral femoral cutaneous nerve entrapment syndrome | Meralgia paraesthetica
beta-blockers,Beta-adrenoceptor blocking drugs,B,https://dermnetnz.org/topics/beta-blockers,Beta-adrenoreceptor antagonists | Beta-blockers
bexarotene,Bexarotene,B,https://dermnetnz.org/topics/bexarotene,Targretin
loefgren-syndrome,Bilateral hilar lymph node sarcoidosis with erythema nodosum,B,https://dermnetnz.org/topics/loefgren-syndrome,Erythema nodosum with bilateral hilar lymph node sarcoidosis
schistosomiasis,Bilharzia,B,https://dermnetnz.org/topics/schistosomiasis,Hemic distomiasis | Schistosomiasis
bimatoprost,Bimatoprost,B,https://dermnetnz.org/topics/bimatoprost,
bimekizumab,Bimekizumab,B,https://dermnetnz.org/topics/bimekizumab,
bindii-dermatitis,Bindi dermatitis,B,https://dermnetnz.org/topics/bindii-dermatitis,Bindi-eye dermatitis | Bindii dermatitis | Bindyi dermatitis | Burrweed dermatitis | Jo-Jo dermatitis | Onehunga weed rash | Prickle weed dermatitis
biologics,Bioengineered monoclonal antibodies,B,https://dermnetnz.org/topics/biologics,Biologic agents | Biological treatments
biological-agents-for-psoriasis,Biologic agents,B,https://dermnetnz.org/topics/biological-agents-for-psoriasis,Biological agents for psoriasis | Biological response modifiers | Biologics for psoriasis
lebrikizumab,Biological agent,B,https://dermnetnz.org/topics/lebrikizumab,Lebrikizumab | Monoclonal antibody
biologics-and-novel-small-molecule-treatments-reproduction-and-psoriasis,"Biologics and novel small molecule treatments, reproduction and psoriasis",B,https://dermnetnz.org/topics/biologics-and-novel-small-molecule-treatments-reproduction-and-psoriasis,Pregnancy and biologic agents
biotin-responsive-dermatoses,Biotin deficiency dermatitis,B,https://dermnetnz.org/topics/biotin-responsive-dermatoses,Biotin responsive dermatoses
bird-mite-infestation,Bird mite dermatitis,B,https://dermnetnz.org/topics/bird-mite-infestation,Bird mite infestation | Dermanyssosis
congenital-naevi,Birthmarks,B,https://dermnetnz.org/topics/congenital-naevi,Congenital naevi | Hamartomas
flea-bite,Bites from human,B,https://dermnetnz.org/topics/flea-bite,Ctenocephalides canis | Ctenocephalides felis | Dog and cat fleas | Flea bite | Pulex irritans
human-polyomavirus-infection,BK polyomavirus,B,https://dermnetnz.org/topics/human-polyomavirus-infection,Human polyomavirus infection | JC polyomavirus | John Cunningham virus
plague,Black death,B,https://dermnetnz.org/topics/plague,Infection by Yersinia pestis | Pestilential fever | Plague
hairy-tongue,Black hairy tongue,B,https://dermnetnz.org/topics/hairy-tongue,Black tongue | Coated tongue | Hairy tongue | Hypertrophy of tongue papillae | Lingua villosa nigra | Melanoglossia
talon-noir-pathology,Black heel pathology,B,https://dermnetnz.org/topics/talon-noir-pathology,Calcaneal petechial pathology | Talon noir pathology
piedra,Black piedra,B,https://dermnetnz.org/topics/piedra,Piedra | Trichomycosis nodosa | Trichomycosis nodularis | White piedra
comedones,Blackheads,B,https://dermnetnz.org/topics/comedones,Whiteheads
blaschko-lines,Blaschko lines,B,https://dermnetnz.org/topics/blaschko-lines,Lines of Blaschko
blastomycosis,Blastomycosis,B,https://dermnetnz.org/topics/blastomycosis,Blastomycotic infection | Chicago disease | Gilchrist disease | Infection by blastomyces | North American blastomycosis
blastomycosis-like-pyoderma-pathology,Blastomycosis-like pyoderma pathology,B,https://dermnetnz.org/topics/blastomycosis-like-pyoderma-pathology,
bleach-baths-in-patients-with-skin-infections,Bleach baths in patients with skin infections,B,https://dermnetnz.org/topics/bleach-baths-in-patients-with-skin-infections,Sodium hypochlorite bath
bleaching-agents,Bleaching cream,B,https://dermnetnz.org/topics/bleaching-agents,
bleeding-and-bruising,Bleeding and bruising,B,https://dermnetnz.org/topics/bleeding-and-bruising,Haematoma | Haemorrhage | Petechiae
bleomycin,Bleomycin and the skin,B,https://dermnetnz.org/topics/bleomycin,Streptomyces verticillus treatment
blepharitis,Blepharitis,B,https://dermnetnz.org/topics/blepharitis,Eyelid inflammation | Inflammation of eyelid | Inflammation of eyelid margin
blister-agents-in-chemical-warfare,Blister agent toxicity,B,https://dermnetnz.org/topics/blister-agents-in-chemical-warfare,Chemical warfare agents | Nitrogen mustard | Sulphur mustard
cantharidin,Blister beetle extract,B,https://dermnetnz.org/topics/cantharidin,Cantharidin
blisters-and-pustules-in-neonates,Blisters and pustules in neonates,B,https://dermnetnz.org/topics/blisters-and-pustules-in-neonates,Neonatal blistering diseases | Neonatal pustular dermatoses
blood-based-melanoma-detection,Blood-based melanoma detection,B,https://dermnetnz.org/topics/blood-based-melanoma-detection,Liquid biopsy for melanoma
haematohidrosis,Bloody sweat,B,https://dermnetnz.org/topics/haematohidrosis,Haematidrosis | Haematofolliculohidrosis | Haematohidrosis | Hematidrosis | Hematohidrosis
blue-light-acne-treatment,Blue light acne treatment,B,https://dermnetnz.org/topics/blue-light-acne-treatment,
blue-naevus,Blue naevus,B,https://dermnetnz.org/topics/blue-naevus,Jadassohn blue naevus
blue-naevus-dermoscopy,Blue naevus dermoscopy,B,https://dermnetnz.org/topics/blue-naevus-dermoscopy,Blue neuronaevus | Dermal melanocytoma
blue-naevi-pathology,Blue naevus pathology,B,https://dermnetnz.org/topics/blue-naevi-pathology,Jadassohn blue naevus pathology
lumbosacral-dermal-melanocytosis,Blue sacral spot,B,https://dermnetnz.org/topics/lumbosacral-dermal-melanocytosis,Dermal melanosis | Lumbosacral dermal melanocytosis | Mongolian blue spot | Mongolian spot
body-lice,Body louse infestation,B,https://dermnetnz.org/topics/body-lice,Pediculus corporis infestation | Pediculus humanus infestation
tinea-corporis,Body tinea,B,https://dermnetnz.org/topics/tinea-corporis,Dermatophytosis of trunk | Tinea circinata | Tinea corporis | Tinea glabrosa
crusted-scabies,Boeck scabies,B,https://dermnetnz.org/topics/crusted-scabies,Crusted scabies | Keratotic scabies | Norwegian scabies | Scabies crustosa
books-about-the-skin,Books about the skin,B,https://dermnetnz.org/topics/books-about-the-skin,Dermatology books
grenz-ray-therapy,Border rays,B,https://dermnetnz.org/topics/grenz-ray-therapy,Bucky rays | Grenz ray therapy | Soft radiation | Superficial teletherapy Grenz type | Teletherapy Grenz type | Ultrasoft radiation
insect-repellent,Botanical insect repellents,B,https://dermnetnz.org/topics/insect-repellent,Chemical insect repellents | DEET spray
heberden-bouchard-nodes,Bouchard node,B,https://dermnetnz.org/topics/heberden-bouchard-nodes,Heberden and Bouchard nodes
collagen-replacement-therapy,Bovine collagen,B,https://dermnetnz.org/topics/collagen-replacement-therapy,Collagen injections | Collagen replacement therapy | Human collagen
farmyard-pox-pathology,Bovine papular stomatitis pathology,B,https://dermnetnz.org/topics/farmyard-pox-pathology,Farmyard pox pathology | Milker's nodule pathology | Orf pathology
orf,Bovine pustular stomatitis,B,https://dermnetnz.org/topics/orf,Contagious ecthyma of sheep | Contagious ovine ecthyma | Contagious pustular dermatitis | Contagious pustular stomatitis | Ecthyma contagiosum
bowel-bypass-syndrome,Bowel bypass syndrome,B,https://dermnetnz.org/topics/bowel-bypass-syndrome,Bowel-associated dermatitis-arthritis syndrome | Contaminated small bowel syndrome | Post-operative blind loop syndrome | Stagnant loop syndrome
intraepidermal-squamous-cell-carcinoma,Bowen disease of skin,B,https://dermnetnz.org/topics/intraepidermal-squamous-cell-carcinoma,Carcinoma in situ of the skin | Intraepidermal carcinoma of skin | Intraepidermal SCC of skin | Intraepidermal squamous cell carcinoma | Superficial SCC of skin
intraepidermal-carcinoma-images,Bowen disease of skin images,B,https://dermnetnz.org/topics/intraepidermal-carcinoma-images,IEC skin images | In situ SCC skin images | Intraepidermal carcinoma images | Squamous cell carcinoma in situ images
penile-intraepithelial-neoplasia,Bowen disease of the penis,B,https://dermnetnz.org/topics/penile-intraepithelial-neoplasia,Erythroplasia of Queyrat | In situ squamous cell carcinoma of the penis | Penile epithelial neoplasia | Penile intraepithelial neoplasia | Squamous intraepithelial lesion
vulval-intraepithelial-neoplasia,Bowen disease of vulva,B,https://dermnetnz.org/topics/vulval-intraepithelial-neoplasia,Squamous cell carcinoma-in-situ of the vulva | Vulval dysplasia | Vulval intraepithelial neoplasia | Vulvar squamous intraepithelial lesion
squamous-cell-carcinoma-in-situ-pathology,Bowen disease pathology,B,https://dermnetnz.org/topics/squamous-cell-carcinoma-in-situ-pathology,SCCIS pathology | Squamous cell carcinoma in situ pathology
bowenoid-papulosis,Bowenoid papulosis,B,https://dermnetnz.org/topics/bowenoid-papulosis,
bullous-pemphigoid-pathology,BP pathology,B,https://dermnetnz.org/topics/bullous-pemphigoid-pathology,Bullous pemphigoid pathology
brachioradial-pruritus,Brachioradial pruritus,B,https://dermnetnz.org/topics/brachioradial-pruritus,
branchial-cleft-cyst-pathology,Branchial cleft cyst pathology,B,https://dermnetnz.org/topics/branchial-cleft-cyst-pathology,Pathology of cyst of branchial cleft
dengue,Breakbone fever,B,https://dermnetnz.org/topics/dengue,Degue haemorrhagic fever | Dengue fever with warning signs
lactation-and-medications-used-in-dermatology,Breastfeeding and skin treatments,B,https://dermnetnz.org/topics/lactation-and-medications-used-in-dermatology,Lactation and medications used in dermatology | Medication safety with lactation
uvb-phototherapy,Broadband UVB phototherapy,B,https://dermnetnz.org/topics/uvb-phototherapy,Narrowband UVB phototherapy | UVB phototherapy
brodalumab,Brodalumab,B,https://dermnetnz.org/topics/brodalumab,
telangiectasia,Broken capillaries,B,https://dermnetnz.org/topics/telangiectasia,Telangiectases | Telangiectasia
halogenoderma,Bromoderma,B,https://dermnetnz.org/topics/halogenoderma,Halogen eruption | Halogen rash | Halogenoderma | Iododerma
bronchogenic-cyst-pathology,Bronchogenic cyst pathology,B,https://dermnetnz.org/topics/bronchogenic-cyst-pathology,Congenital bronchial cyst pathology
haemochromatosis,Bronze diabetes,B,https://dermnetnz.org/topics/haemochromatosis,Haemochromatosis | Iron storage disease
congenital-melanocytic-naevi,Brown birthmark,B,https://dermnetnz.org/topics/congenital-melanocytic-naevi,Congenital dermal melanocytic naevus | Congenital melanocytic naevus | Congenital pigmented melanocytic naevus | Congenital pigmented naevus
congenital-melanocytic-naevus-pathology,Brown birthmark pathology,B,https://dermnetnz.org/topics/congenital-melanocytic-naevus-pathology,Congenital melanocytic naevus pathology
brown-spots-and-freckles,Brown spots and freckles,B,https://dermnetnz.org/topics/brown-spots-and-freckles,
hereditary-focal-palmoplantar-keratoderma,Brunauer-Fohs-Siemens syndrome,B,https://dermnetnz.org/topics/hereditary-focal-palmoplantar-keratoderma,Carvajal syndrome | Dilated cardiomyopathy with woolly hair and keratoderma | Hereditary focal palmoplantar keratoderma | Hereditary painful callosities | Howel-Evans syndrome | Palmoplantar keratoderma striata | Richner Hanhart syndrome | Striate keratoderma | Tylosis with oeseophageal cancer | Tyrosinaemia type II
brunsting-perry-cicatricial-pemphigoid,Brunsting-Perry cicatricial pemphigoid,B,https://dermnetnz.org/topics/brunsting-perry-cicatricial-pemphigoid,
brunsting-perry-cicatricial-pemphigoid-pathology,Brunsting-Perry cicatricial pemphigoid pathology,B,https://dermnetnz.org/topics/brunsting-perry-cicatricial-pemphigoid-pathology,
x-linked-agammaglobulinaemia,Bruton agammaglobulinaemia,B,https://dermnetnz.org/topics/x-linked-agammaglobulinaemia,Bruton disease | Bruton hypogammaglobulinaemia | X-linked-agammaglobulinaemia
bruton-tyrosine-kinase-inhibitors,Bruton Tyrosine Kinase inhibitors,B,https://dermnetnz.org/topics/bruton-tyrosine-kinase-inhibitors,Bruton's tyrosine kinase inhibitor | Brutons tyrosine kinase inhibitor | Non-specific protein-tyrosine kinase inhibitor
yaws,Buba,B,https://dermnetnz.org/topics/yaws,Buoba | Frambesia | Infection by Treponema pertenue | Parangi | Paru | Patek | Pian | Tona | Yaws
thromboangiitis-obliterans,Buerger disease,B,https://dermnetnz.org/topics/thromboangiitis-obliterans,Thromboangiitis obliterans
kindler-syndrome,Bullous acrokeratotic poikiloderma of Kindler and Weary,B,https://dermnetnz.org/topics/kindler-syndrome,Congenital poikiloderma with bullae Weary type | Hereditary acrokeratotic poikiloderma
epidermolytic-ichthyosis,Bullous congenital ichthyosiform erythroderma,B,https://dermnetnz.org/topics/epidermolytic-ichthyosis,Bullous ichthyosiform erythroderma | Congenital bullous ichthyosiform erythroderma | Dominant ichthyosis vulgaris
bullous-systemic-lupus-erythematosus,Bullous systemic lupus erythematosus,B,https://dermnetnz.org/topics/bullous-systemic-lupus-erythematosus,
melioidosis,Burkholderia pseudomallei infection,B,https://dermnetnz.org/topics/melioidosis,Morphia injectors epticaemia | Nightcliff gardeners disease | Paddy field disease | Vietnamese time bomb | Whitmore's disease
scleroedema,Buschke scleredema,B,https://dermnetnz.org/topics/scleroedema,Scleroedema | Scleroedema adultorum of Buschke
cryptococcosis,Busse Buschke disease,B,https://dermnetnz.org/topics/cryptococcosis,Busse Buschkes disease | Cutaneous cryptococcosis | European Blastomycosis | European cryptococcosis | Infection by Cryptococcus gattii | Infection by Cryptococcus neoformans | Torula
consort-allergic-contact-dermatitis,CACD,C,https://dermnetnz.org/topics/consort-allergic-contact-dermatitis,Connubial contact dermatitis | Consort allergic contact dermatitis | Contact dermatitis by proxy
cafe-au-lait-macule,Cafe au lait,C,https://dermnetnz.org/topics/cafe-au-lait-macule,Cafe-au-lait | Café-au-lait macule | Café-au-lait spot | CALM | Circumscribed café-au-lait hypermelanosis | Circumscribed hypermelanosis | Recklinghausen spot
calciphylaxis,Calcific uraemic arteriolopathy,C,https://dermnetnz.org/topics/calciphylaxis,Calcific vasculopathy | Calciphylaxis
calciphylaxis-pathology,Calcific uraemic arteriolopathy pathology,C,https://dermnetnz.org/topics/calciphylaxis-pathology,Calciphylaxis pathology
calcifying-aponeurotic-fibroma-pathology,Calcifying aponeurotic fibroma pathology,C,https://dermnetnz.org/topics/calcifying-aponeurotic-fibroma-pathology,
calcineurin-inhibitors,Calcineurin inhibitor,C,https://dermnetnz.org/topics/calcineurin-inhibitors,
calcinosis-cutis,Calcinosis cutis,C,https://dermnetnz.org/topics/calcinosis-cutis,Cutaneous calcification
calcinosis-cutis-pathology,Calcinosis cutis pathology,C,https://dermnetnz.org/topics/calcinosis-cutis-pathology,Cutaneous calcification pathology | Skin calcinosis pathology
calcipotriol,Calcipotriene,C,https://dermnetnz.org/topics/calcipotriol,Calcipotriol | Daivonex
calcipotriolbetamethasone-dipropionate-foam,Calcipotriol/betamethasone dipropionate foam,C,https://dermnetnz.org/topics/calcipotriolbetamethasone-dipropionate-foam,Enstilar
calcipotriolbetamethasone-dipropionate-ointment-and-gel,Calcipotriol/betamethasone dipropionate ointment and gel,C,https://dermnetnz.org/topics/calcipotriolbetamethasone-dipropionate-ointment-and-gel,Daivobet
vitamin-d,Calcitriol,C,https://dermnetnz.org/topics/vitamin-d,Cholecalciferol | Colecalciferol | Ergocalciferol | Vitamin D
marigold,Calendula officinales,C,https://dermnetnz.org/topics/marigold,Marigold | Pot marigold
corn-callus,Callosity,C,https://dermnetnz.org/topics/corn-callus,Corn and callus | Hard corn | Hyperkeratotic callus of skin | Keratoma | Tyloma
corn-clavus-images,Callosity images,C,https://dermnetnz.org/topics/corn-clavus-images,Corn images
granuloma-inguinale,Calymmatobacterium granulomatis infection,C,https://dermnetnz.org/topics/granuloma-inguinale,Donovanosis | Granuloma inguinale | Klebsiella granulomatis infection
cherry-angioma,Campbell de Morgan angioma,C,https://dermnetnz.org/topics/cherry-angioma,Campbell de Morgan spot | Cherry angioma | Cherry haemangioma | De Morgan spots | Senile angioma | Senile ectasia | Senile naevus of skin
carcinoma-in-situ-of-oral-cavity,Cancer in situ of mouth,C,https://dermnetnz.org/topics/carcinoma-in-situ-of-oral-cavity,Carcinoma in situ of mouth | Carcinoma in situ of oral cavity | Oral intraepithelial carcinoma | Oral squamous cell carcinoma in situ
skin-metastasis,Cancer metastasis to skin,C,https://dermnetnz.org/topics/skin-metastasis,Cutaneous metastasis | Dermal metastasis | Malignant infiltration of skin | Metastasis to skin | Secondary cancers of skin | Skin secondaries
skin-cancer,Cancer of skin,C,https://dermnetnz.org/topics/skin-cancer,Malignant neoplasm of skin | Skin cancer
oral-cancer,Cancer of the mouth,C,https://dermnetnz.org/topics/oral-cancer,Malignant neoplasm of mouth | Mouth cancer | Oral cancer | Oral squamous cell carcinoma
vulval-cancer,Cancer of the vulva,C,https://dermnetnz.org/topics/vulval-cancer,Malignant vulval neoplasm | Vulval cancer | Vulval malignancies | Vulval neoplasms
candida,Candida,C,https://dermnetnz.org/topics/candida,Candidiasis | Candidosis | Monilia | Moniliasis
candidiasis-of-skin-folds,Candida infection of flexural skin,C,https://dermnetnz.org/topics/candidiasis-of-skin-folds,Candida intertrigo | Candida of skin folds | Candidal intertrigo | Flexural candidiasis | Flexural candidosis | Intertriginous candidiasis | Intertriginous candidosis
fungal-nail-infections,Candidal onychia,C,https://dermnetnz.org/topics/fungal-nail-infections,Dermatophytosis of nail | Fungal nail infections | Ringworm of nail | Tinea of nail | Tinea unguium
vulvovaginal-candidiasis,Candidal vulvovaginitis,C,https://dermnetnz.org/topics/vulvovaginal-candidiasis,Monilial vulvovaginitis | Vulvovaginal candidiasis | Vulvovaginal candidosis | Vulvovaginal thrush | Vulvovaginal yeast infection
candidiasis-pathology,Candidiasis pathology,C,https://dermnetnz.org/topics/candidiasis-pathology,Cutaneous candidiasis pathology
leptospirosis,Cane cutters fever,C,https://dermnetnz.org/topics/leptospirosis,Harvest fever | Infection due to Leptospira | Japanese autumnal fever | Queensland fever | Rice field workers disease | Seven day fever | Spirochaetal jaundice | Weil disease
ragwort,Cankerwort,C,https://dermnetnz.org/topics/ragwort,Cushag | Ragwort | Senecio jacobaea | St James-wort | Staggerwort | Stammerwort
cannabinoids-in-dermatology,Cannabinoids in dermatology,C,https://dermnetnz.org/topics/cannabinoids-in-dermatology,
coining,Cao gio,C,https://dermnetnz.org/topics/coining,Gua sha
capillaritis,Capillaritis,C,https://dermnetnz.org/topics/capillaritis,Pigmented purpura
lichen-aureus-pathology,Capillaritis pathology,C,https://dermnetnz.org/topics/lichen-aureus-pathology,Lichen aureus pathology | Pigmented purpuric dermatitis pathology
capillary-vascular-malformation,Capillary vascular malformation,C,https://dermnetnz.org/topics/capillary-vascular-malformation,Congenital vascular naevus | Cutaneous capillary malformation | Cutaneous capillary vascular malformation | Telangiectatic naevi
cryopyrin-associated-periodic-syndromes,CAPS,C,https://dermnetnz.org/topics/cryopyrin-associated-periodic-syndromes,Cryopyrin-associated periodic syndromes | Cryopyrinopathies
capsaicin,Capsaicin,C,https://dermnetnz.org/topics/capsaicin,Capzasin | Hot pepper extract
pinta,Carate,C,https://dermnetnz.org/topics/pinta,Infection by Treponema carateum | Mal del pinto | Pinta
urea,Carbamide,C,https://dermnetnz.org/topics/urea,Carbonyldiamide | Urea
carbon-dioxide-laser-treatment,Carbon dioxide laser treatment,C,https://dermnetnz.org/topics/carbon-dioxide-laser-treatment,CO2 laser
cryotherapy,Carbon dioxide snow therapy,C,https://dermnetnz.org/topics/cryotherapy,Cryotherapy | Dry ice therapy | Liquid nitrogen therapy
carbon-monoxide-poisoning,Carbon monoxide poisoning,C,https://dermnetnz.org/topics/carbon-monoxide-poisoning,Toxic effect of carbon monoxide
boil,Carbuncle,C,https://dermnetnz.org/topics/boil,
carcinoid-pathology,Carcinoid pathology,C,https://dermnetnz.org/topics/carcinoid-pathology,Carcinoid tumour pathology
carcinoid-syndrome,Carcinoid syndrome,C,https://dermnetnz.org/topics/carcinoid-syndrome,Hormonal tumour | Hormone secretion by carcinoid tumour | Metastatic malignant carcinoid tumour
carcinoma-erysipeloides,Carcinoma en cuirasse,C,https://dermnetnz.org/topics/carcinoma-erysipeloides,Carcinoma erysipeloides | Carcinoma telangiectoides | Sclerodermoid carcinoma
carcinoma-erysipeloides-pathology,Carcinoma en cuirasse pathology,C,https://dermnetnz.org/topics/carcinoma-erysipeloides-pathology,Carcinoma erysipeloides pathology
sebaceous-carcinoma,Carcinoma of sebaceous gland,C,https://dermnetnz.org/topics/sebaceous-carcinoma,Sebaceous carcinoma | Sebaceous gland adenocarcinoma
carrion-disease,Carrion disease,C,https://dermnetnz.org/topics/carrion-disease,
choristoma,Cartilaginous choristoma,C,https://dermnetnz.org/topics/choristoma,Choristoma | Corneal choristoma | Dermoid choristoma | Epidermal choristoma | Lipodermoid choristoma | Neural choristoma | Osseous choristoma | Phakomatous choristoma | Salivary gland choristoma
cowpox,Catpox,C,https://dermnetnz.org/topics/cowpox,
causes-of-atopic-dermatitis,Causes of allergic dermatitis,C,https://dermnetnz.org/topics/causes-of-atopic-dermatitis,Causes of allergic eczema | Causes of atopic dermatitis | Causes of atopic eczema | Causes of disseminted neurodermatitis
differential-diagnosis-of-leg-ulcer,Causes of leg ulcers,C,https://dermnetnz.org/topics/differential-diagnosis-of-leg-ulcer,Differential diagnosis of leg ulcer
differential-diagnosis-of-itchy-skin,Causes of pruritus,C,https://dermnetnz.org/topics/differential-diagnosis-of-itchy-skin,The differential diagnosis of itchy skin
diagnosis-of-scalp-rashes,Causes of scalp rashes,C,https://dermnetnz.org/topics/diagnosis-of-scalp-rashes,Diagnosis of scalp rashes
chemical-burn,Caustic burn,C,https://dermnetnz.org/topics/chemical-burn,Chemical burn
central-centrifugal-cicatricial-alopecia,CCCA,C,https://dermnetnz.org/topics/central-centrifugal-cicatricial-alopecia,Central centrifugal cicatricial alopecia
epithelioid-histiocytoma-pathology,Cellular histiocytoma of skin pathology,C,https://dermnetnz.org/topics/epithelioid-histiocytoma-pathology,Cutaneous fibrous histiocytoma pathology | Epithelioid dermatofibroma pathology | Epithelioid fibrous histiocytoma pathology | Epithelioid histiocytoma pathology
chrome-allergy,Cement dermatitis,C,https://dermnetnz.org/topics/chrome-allergy,Chromate allergy | Chrome allergy | Chromium salt allergy | Potassium dichromate allergic contact dermatitis
cemiplimab,Cemiplimab,C,https://dermnetnz.org/topics/cemiplimab,Libtayo
keratoelastoidosis-marginalis-pathology,CEMPH pathology,C,https://dermnetnz.org/topics/keratoelastoidosis-marginalis-pathology,Keratoelastoidosis marginalis pathology
contact-allergy-to-propolis,Cera alba,C,https://dermnetnz.org/topics/contact-allergy-to-propolis,Cera flava | Contact allergy to propolis
swimmers-itch,Cercarial dermatitis,C,https://dermnetnz.org/topics/swimmers-itch,
congenital-cartilaginous-rests-of-the-neck,Cervical auricle,C,https://dermnetnz.org/topics/congenital-cartilaginous-rests-of-the-neck,Cervical tab | Congenital cartilaginous rests of the neck | Wattle
cutis-laxa,Chalazodermia,C,https://dermnetnz.org/topics/cutis-laxa,Cutis laxa | Dermatolysis | Dermatomegaly | Generalised dermatochalazia | Generalised elastolysis | Generalised elastorrhexis | Lax skin | Primary elastolysis | Systematised elastorrhexis
chancroid,Chancroid,C,https://dermnetnz.org/topics/chancroid,Chancroidal bubo | Ducreyi chancre | Haemophilus ducreyi infection | Soft chancre
cheilitis,Chapped lips,C,https://dermnetnz.org/topics/cheilitis,Inflamed lips | Inflammation of the lips
check-your-skin-today,Check your skin today,C,https://dermnetnz.org/topics/check-your-skin-today,Skin self-examination
griscelli-syndrome,Chediak Higashi like syndrome,C,https://dermnetnz.org/topics/griscelli-syndrome,Elejalde syndrome | Griscelli Prunieras syndrome | Hypopigmentation-immunodeficiency disease | Partial albinism with immunodeficiency
glandular-cheilitis,Cheilitis glandularis,C,https://dermnetnz.org/topics/glandular-cheilitis,Glandular cheilitis
chemical-peels,Chemexfoliation of skin,C,https://dermnetnz.org/topics/chemical-peels,Chemical peels | Glycolic acid peel | Salicylic acid peel | Trichloracetic acid peel
contact-leukoderma,Chemical hypomelanosis,C,https://dermnetnz.org/topics/contact-leukoderma,Chemical induced vitiligo | Chemical leucoderma | Chemical leukoderma | Contact leucoderma | Contact leukoderma | Contact vitiligo | Occupational vitiligo
cherry-angioma-pathology,Cherry angioma pathology,C,https://dermnetnz.org/topics/cherry-angioma-pathology,Cherry haemangioma pathology
chickenpox-pathology,Chickenpox pathology,C,https://dermnetnz.org/topics/chickenpox-pathology,Herpes varicella zoster pathology | Varicella pathology | Zoster pathology
herpes-virus-infection-pathology,Chickenpox pathology,C,https://dermnetnz.org/topics/herpes-virus-infection-pathology,Herpes virus infection pathology | HSV infection pathology | Shingles pathology | VZV infection pathology
tungiasis,Chigoe disease,C,https://dermnetnz.org/topics/tungiasis,Chigoe infestation | Infestation by sand flea | Jigger disease | Jiggers infestation | Niguiasis | Sand flea infestation | Sarcopsyllosis | Tunga penetrans infestation | Tungiasis
chikungunya-fever,Chikungunya disease,C,https://dermnetnz.org/topics/chikungunya-fever,Chikungunya fever | Chikungunya haemorrhagic fever
chilblains,Chilblain,C,https://dermnetnz.org/topics/chilblains,Chilblains | Erythema pernio
chilblain-lupus-erythematosus,Chilblain LE,C,https://dermnetnz.org/topics/chilblain-lupus-erythematosus,Chilblain lupus erythematosus | Lupus chilblains
perniosis-pathology,Chilblains pathology,C,https://dermnetnz.org/topics/perniosis-pathology,Perniosis pathology
childhood-melanoma,Childhood melanoma,C,https://dermnetnz.org/topics/childhood-melanoma,Melanoma in childhood | Paediatric melanoma
childhood-melanoma-pathology,Childhood melanoma pathology,C,https://dermnetnz.org/topics/childhood-melanoma-pathology,
juvenile-dermatomyositis,Childhood type dermatomyositis,C,https://dermnetnz.org/topics/juvenile-dermatomyositis,Juvenile dermatomyositis | Juvenile dermatopolymyositis
childrens-dermatology-life-quality-index-cdlqi,Children’s Dermatology Life Quality Index (CDLQI),C,https://dermnetnz.org/topics/childrens-dermatology-life-quality-index-cdlqi,
genitourinary-chlamydia,Chlamydia trachomatis infection,C,https://dermnetnz.org/topics/genitourinary-chlamydia,Chlamydiasis | Genital chlamydia infection | Genitourinary chlamydia infection
melasma,Chloasma,C,https://dermnetnz.org/topics/melasma,Mask of pregnancy | Melasma
melasma-images,Chloasma images,C,https://dermnetnz.org/topics/melasma-images,Melasma images
chloracne-madish,Chloracne,C,https://dermnetnz.org/topics/chloracne-madish,Chloracne / MADISH | Chlorine acne | MADISH | Metabolising Acquired Dioxin Induced Skin Hamartomas
leukaemia-cutis,Chloroma,C,https://dermnetnz.org/topics/leukaemia-cutis,Extramedullary leukaemia | Leukaemia cutis | Leukaemic infiltration of the skin
deoxycholic-acid-in-the-treatment-of-submental-fat,Cholanoic acid,C,https://dermnetnz.org/topics/deoxycholic-acid-in-the-treatment-of-submental-fat,Deoxycholate | Deoxycholic acid in the treatment of submental fat
cholestatic-pruritus,Cholestatic pruritus,C,https://dermnetnz.org/topics/cholestatic-pruritus,Pruritus of cholestasis
cholinergic-urticaria,Cholinergic angio oedema urticaria,C,https://dermnetnz.org/topics/cholinergic-urticaria,Cholinergic angioedema urticaria | Cholinergic urticaria | Heat bumps
chondrodermatitis-nodularis,Chondrodermatitis nodularis,C,https://dermnetnz.org/topics/chondrodermatitis-nodularis,Chondrodermatitis nodularis antihelicis | Nodular chondrodermatitis | Winkler disease
chondrodermatitis-nodularis-pathology,Chondrodermatitis nodularis pathology,C,https://dermnetnz.org/topics/chondrodermatitis-nodularis-pathology,
leschnyhan-syndrome,Choreoathetosis self mutilation syndrome,C,https://dermnetnz.org/topics/leschnyhan-syndrome,Complete hypoxanthine-guanine phosphoribosyltransferase deficiency | Hypoxanthine guanine phosphoribosyltransferase deficiency | Hypoxanthine-guanine phosphoribosyltransferase deficiency | Lesch Nyhan disease | Lesch Nyhan syndrome | Lesch-Nyan syndrome | Lesch-Nyhan syndrome | Lesch–Nyhan syndrome | Total HGPRT deficiency | X linked hyperuricaemia
chromoblastomycosis,Chromoblastomycosis,C,https://dermnetnz.org/topics/chromoblastomycosis,Fonseca disease | Pedroso disease | Verrucous dermatitis
