slug,title,letter,url,alt_titles
fibroepithelioma-pinkus,Fibroepithelioma of Pinkus,F,https://dermnetnz.org/topics/fibroepithelioma-pinkus,Pinkus epithelioma
fibrofolliculoma-trichodiscoma-pathology,Fibrofolliculoma / trichodiscoma pathology,F,https://dermnetnz.org/topics/fibrofolliculoma-trichodiscoma-pathology,
fibrofolliculomas-in-birthoggdube-images,Fibrofolliculomas in Birt Hogg Dubé images,F,https://dermnetnz.org/topics/fibrofolliculomas-in-birthoggdube-images,Fibrofolliculomas in Birt-Hogg-Dubé images | Fibrofolliculomas in Birt–Hogg–Dubé images
birt-hogg-dube-syndrome,Fibrofolliculomas with trichodiscomas and acrochordons,F,https://dermnetnz.org/topics/birt-hogg-dube-syndrome,Multiple fibrofolliculomas | Multiple fibrofolliculomata
fibromatosis,Fibromatosis,F,https://dermnetnz.org/topics/fibromatosis,
fibrosarcoma-pathology,Fibrosarcoma pathology,F,https://dermnetnz.org/topics/fibrosarcoma-pathology,Infantile fibrosarcoma pathology | Sclerosing epithelioid fibrosarcoma pathology
penile-fibromatosis,Fibrous cavernositis,F,https://dermnetnz.org/topics/penile-fibromatosis,Induratio penis plastica | Penile fibromatosis | Peyronie disease | Plastic induration of penis
fibrous-hamartoma-of-infancy-pathology,Fibrous hamartoma of infancy pathology,F,https://dermnetnz.org/topics/fibrous-hamartoma-of-infancy-pathology,
fibrous-papule-of-the-nose,Fibrous papule,F,https://dermnetnz.org/topics/fibrous-papule-of-the-nose,Fibrous papule of the face | Fibrous papule of the nose | Solitary angiofibroma | Sporadic angiofibroma
fig,Ficus carica,F,https://dermnetnz.org/topics/fig,
filariasis,Filariasis,F,https://dermnetnz.org/topics/filariasis,
finasteride,Finasteride,F,https://dermnetnz.org/topics/finasteride,Propecia | Proscar
onychophagia,Fingernail biting,F,https://dermnetnz.org/topics/onychophagia,Nail biting | Onychophagia | Onychotillomania
fingertip-dermatitis,Fingertip dermatitis,F,https://dermnetnz.org/topics/fingertip-dermatitis,Fingertip eczema
trimethylaminuria,Fish (mal)odour syndrome,F,https://dermnetnz.org/topics/trimethylaminuria,Trimethylaminuria
ichthyosis,Fish scale skin,F,https://dermnetnz.org/topics/ichthyosis,Primary/inherited ichthyosis | Secondary/acquired ichthyosis
fistulas-and-sinuses-of-the-neck-and-face,Fistulas and sinuses of the neck and face,F,https://dermnetnz.org/topics/fistulas-and-sinuses-of-the-neck-and-face,
skin-phototype,Fitzpatrick skin phototype,F,https://dermnetnz.org/topics/skin-phototype,
flagellate-erythema,Flagellate dermatitis,F,https://dermnetnz.org/topics/flagellate-erythema,Flagellate erythema | Flagellate pigmentation
shiitake-flagellate-dermatitis,Flagellate erythema,F,https://dermnetnz.org/topics/shiitake-flagellate-dermatitis,Shiitake flagellate dermatitis | Toxicodermia
metronidazole,Flagyl,F,https://dermnetnz.org/topics/metronidazole,Metronidazole
burns-from-ointments,Flammable ointments,F,https://dermnetnz.org/topics/burns-from-ointments,Thermal burns associated with the use of ointments
skin-flaps,Flaps,F,https://dermnetnz.org/topics/skin-flaps,Skin flaps
intense-pulsed-light-therapy,Flashlamp treatment,F,https://dermnetnz.org/topics/intense-pulsed-light-therapy,Intense pulsed light therapy | Photorejuvenation
hyperkeratosis-lenticularis-perstans,Flegel disease,F,https://dermnetnz.org/topics/hyperkeratosis-lenticularis-perstans,Flegel's disease | Hyperkeratosis lenticularis perstans (Flegel disease)
hyperkeratosis-lenticularis-perstans-flegel-disease-pathology,Flegel disease pathology,F,https://dermnetnz.org/topics/hyperkeratosis-lenticularis-perstans-flegel-disease-pathology,Hyperkeratosis lenticularis perstans pathology
skin-diseases-and-conditions-affecting-body-folds,Flexural rashes,F,https://dermnetnz.org/topics/skin-diseases-and-conditions-affecting-body-folds,Rashes of skin creases | Skin diseases and conditions affecting body folds
florid-cutaneous-papillomatosis,Florid cutaneous papillomatosis,F,https://dermnetnz.org/topics/florid-cutaneous-papillomatosis,
fluconazole,Fluconazole,F,https://dermnetnz.org/topics/fluconazole,
5-fluorouracil-cream,Fluorouracil cream,F,https://dermnetnz.org/topics/5-fluorouracil-cream,Tolak
focal-cutaneous-mucinosis-pathology,Focal cutaneous mucinosis pathology,F,https://dermnetnz.org/topics/focal-cutaneous-mucinosis-pathology,
focal-dermal-hypoplasia,Focal dermal hypoplasia,F,https://dermnetnz.org/topics/focal-dermal-hypoplasia,Goltz-Gorlin dermal hypoplasia syndrome
focal-epithelial-hyperplasia,Focal epithelial hyperplasia,F,https://dermnetnz.org/topics/focal-epithelial-hyperplasia,Focal epithelial hyperplasia of mouth | Focal epithelial hyperplasia of tongue | Heck disease | Hecks disease | Multifocal epithelial hyperplasia | Oral focal epithelial hyperplasia
trichilemmal-cyst,Follicular isthmus cyst,F,https://dermnetnz.org/topics/trichilemmal-cyst,Isthmus catagen cyst | Pilar cyst | Trichilemmal cyst
lichen-planopilaris,Follicular lichen planus,F,https://dermnetnz.org/topics/lichen-planopilaris,Lichen planopilaris | Lichen planus follicularis
follicular-occlusion-syndrome,Follicular occlusion syndrome,F,https://dermnetnz.org/topics/follicular-occlusion-syndrome,Follicular occlusion tetrad | Follicular occlusion triad
porokeratosis-ptychotropica,Follicular porokeratosis,F,https://dermnetnz.org/topics/porokeratosis-ptychotropica,Genitogluteal porokeratosis | Hyperkeratotic porokeratosis | Porokeratoma | Porokeratosis ptychotropica
hair-follicle-tumours,Follicular tumours,F,https://dermnetnz.org/topics/hair-follicle-tumours,Hair follicle tumours | Skin tumours with pilar differentiation | Skin tumours with sebaceous gland differentiation
folliculitis-barbae,Folliculitis barbae,F,https://dermnetnz.org/topics/folliculitis-barbae,
folliculitis-decalvans,Folliculitis decalvans,F,https://dermnetnz.org/topics/folliculitis-decalvans,Folliculitis depilans | Tufted hair folliculitis
folliculitis-images,Folliculitis images,F,https://dermnetnz.org/topics/folliculitis-images,Images of inflamed hair follicles
folliculitis-keloidalis-nuchae-pathology,Folliculitis keloidalis nuchae pathology,F,https://dermnetnz.org/topics/folliculitis-keloidalis-nuchae-pathology,Histology of folliculitis keloidalis
trichofolliculoma,Folliculoma,F,https://dermnetnz.org/topics/trichofolliculoma,Trichofolliculoma
folliculosebaceous-cystic-hamartoma-pathology,Folliculosebaceous cystic hamartoma pathology,F,https://dermnetnz.org/topics/folliculosebaceous-cystic-hamartoma-pathology,
food-additives,Food additives,F,https://dermnetnz.org/topics/food-additives,Food antioxidants | Food colouring agents | Food flavouring agents | Food preservatives
food-additives-and-e-numbers,Food additives and E numbers,F,https://dermnetnz.org/topics/food-additives-and-e-numbers,
food-allergy,Food allergy,F,https://dermnetnz.org/topics/food-allergy,
juvenile-plantar-dermatosis-images,Forefoot dermatitis images,F,https://dermnetnz.org/topics/juvenile-plantar-dermatosis-images,Juvenile plantar dermatosis images
foreign-body-granuloma,Foreign body granuloma,F,https://dermnetnz.org/topics/foreign-body-granuloma,Foreign body granuloma of skin | Foreign body reaction
rosettes,Four-dot clods on dermatoscopy,F,https://dermnetnz.org/topics/rosettes,
fournier-gangrene,Fournier gangrene,F,https://dermnetnz.org/topics/fournier-gangrene,Fournier's disease | Fournier's gangrene | Fournier's necrotising fasciitis of the perineum and genitalia synergistic necrotizing fasciitis of the perineum and genitalia | Fournier's necrotizing fasciitis of the perineum and genitalia synergistic necrotizing fasciitis of the perineum and genitalia | Fourniers disease | Fourniers gangrene | Gangrene
fractional-laser-treatment,Fractional laser treatment,F,https://dermnetnz.org/topics/fractional-laser-treatment,
fracture-blister,Fracture blister,F,https://dermnetnz.org/topics/fracture-blister,
fragrances-and-perfumes,Fragrances and perfumes,F,https://dermnetnz.org/topics/fragrances-and-perfumes,
tularaemia,Francis disease,F,https://dermnetnz.org/topics/tularaemia,Infection by Francisella tularensis | O'Hara disease | Oharas disease | Pahvant Valley fever | Pahvant Valley plague | Rabbit fever | Tularaemia | Yatobyo
french-marigold,French marigold,F,https://dermnetnz.org/topics/french-marigold,Tagetes spp
frontal-fibrosing-alopecia,Frontal fibrosing alopecia,F,https://dermnetnz.org/topics/frontal-fibrosing-alopecia,Patterned lichen planopilaris of the scalp | Postmenopausal frontal fibrosing alopecia
liverworts,Frullania dilatata,F,https://dermnetnz.org/topics/liverworts,Frullania tamasisci | Hepaticea
fumaric-acid-esters,Fumaric acid esters,F,https://dermnetnz.org/topics/fumaric-acid-esters,
specific-antibody-deficiency,Functional antibody defect,F,https://dermnetnz.org/topics/specific-antibody-deficiency,Partial antibody deficiency | Selective antibody deficiency | Specific antibody deficiency
onychomycosis-pathology,Fungal infection of nail pathology,F,https://dermnetnz.org/topics/onychomycosis-pathology,Nail ringworm pathology | Nail tinea pathology | Onychomycosis pathology | Tinea unguium pathology
labial-adhesion-adult-women,Fusion of vulval labia in adult,F,https://dermnetnz.org/topics/labial-adhesion-adult-women,Labial adhesion in adult women | Secondary labial fusion
labial-adhesion-prepubertal-girls,Fusion of vulval labia in child,F,https://dermnetnz.org/topics/labial-adhesion-prepubertal-girls,Labial adhesion in prepubertal girls | Primary labial adhesion | Synechia vulvae
granuloma-annulare-pathology,GA pathology,G,https://dermnetnz.org/topics/granuloma-annulare-pathology,Granuloma annulare pathology | Interstitial GA pathology | Mitotically active GA pathology | Perforating GA pathology | Subcutaneous GA pathology
gabapentin,Gabapentin,G,https://dermnetnz.org/topics/gabapentin,Gralise
knuckle-pads,Garrods pad,G,https://dermnetnz.org/topics/knuckle-pads,Heloderma | Holoderma | Knuckle pad
gaslini-diagnostic-score-for-periodic-fevers,Gaslini diagnostic score for periodic fevers,G,https://dermnetnz.org/topics/gaslini-diagnostic-score-for-periodic-fevers,
haemolytic-uraemic-syndrome,Gasser syndrome,G,https://dermnetnz.org/topics/haemolytic-uraemic-syndrome,Haemolytic uraemic syndrome
the-gut-microbiome-in-skin-disease,Gastrointestinal microbiome and the skin,G,https://dermnetnz.org/topics/the-gut-microbiome-in-skin-disease,Gastrointestinal microbiota and skin | GIT microbiota and skin disease | Gut microbiota and the skin | Intestinal microbial environment and the skin | Skin disease and gut flora | The gut microbiome in skin disease
microphthalmia-with-linear-skin-defects-syndrome,Gazali-Temple syndrome,G,https://dermnetnz.org/topics/microphthalmia-with-linear-skin-defects-syndrome,Microphthalmia with linear skin defects syndrome | MIDAS
generalised-essential-telangiectasia,Generalised essential telangiectasia,G,https://dermnetnz.org/topics/generalised-essential-telangiectasia,
junctional-epidermolysis-bullosa,Generalised intermediate junctional epidermolysis bullosa,G,https://dermnetnz.org/topics/junctional-epidermolysis-bullosa,Generalised severe junctional epidermolysis bullosa | Junctional EB | Junctional epidermolysis bullosa | Junctional epidermolysis bullosa Herlitz type | Junctional epidermolysis bullosa non-Herlitz type
pustular-psoriasis-of-pregnancy,Generalised pustular psoriasis of pregnancy,G,https://dermnetnz.org/topics/pustular-psoriasis-of-pregnancy,Pustular psoriasis of pregnancy
genes-and-melanoma,Genes and melanoma,G,https://dermnetnz.org/topics/genes-and-melanoma,
genetic-testing-for-melanoma,Genetic testing for melanoma,G,https://dermnetnz.org/topics/genetic-testing-for-melanoma,
genetics-of-basal-cell-carcinoma,Genetics of basal cell carcinoma,G,https://dermnetnz.org/topics/genetics-of-basal-cell-carcinoma,Genetics of sporadic basal cell carcinoma
genetics-of-melanoma,Genetics of melanoma,G,https://dermnetnz.org/topics/genetics-of-melanoma,Inherited gene mutations increasing risk of melanoma | Non-inherited gene mutations associated with melanoma
ramsay-hunt-syndrome,Geniculate ganglionitis,G,https://dermnetnz.org/topics/ramsay-hunt-syndrome,Ramsay Hunt disease | Ramsay Hunt syndrome
genital-crohn-disease-images,Genital Crohn disease images,G,https://dermnetnz.org/topics/genital-crohn-disease-images,Images of penile and vulval Crohn disease
genital-herpes,Genital herpes,G,https://dermnetnz.org/topics/genital-herpes,Genital herpes simplex | Herpes genitalis
genital-herpes-images,Genital herpes images,G,https://dermnetnz.org/topics/genital-herpes-images,Genital herpes simpex images | Herpes genitalis images
genital-skin-problems,Genital itch,G,https://dermnetnz.org/topics/genital-skin-problems,Genital pain | Genital skin problems
tinea-cruris,Genitocrural dermatophytosis,G,https://dermnetnz.org/topics/tinea-cruris,Groin tinea | Tinea cruris | Tinea inguinalis
geranium,Geranium,G,https://dermnetnz.org/topics/geranium,Pelargonium graveolans
rubella,German measles,G,https://dermnetnz.org/topics/rubella,Rubella | Three day measles
infantile-papular-acrodermatitis-images,Gianotti-Crosti syndrome images,G,https://dermnetnz.org/topics/infantile-papular-acrodermatitis-images,Papular acrodermatitis of childhood images
giant-cell-arteritis,Giant cell arteritis,G,https://dermnetnz.org/topics/giant-cell-arteritis,Temporal arteritis
giant-cell-fibroblastoma-pathology,Giant cell fibroblastoma of the skin pathology,G,https://dermnetnz.org/topics/giant-cell-fibroblastoma-pathology,Giant cell fibroblastoma pathology
giant-cell-fibroma,Giant cell fibroma,G,https://dermnetnz.org/topics/giant-cell-fibroma,Giant cell fibroma of oral mucosa
multicentric-reticulohistiocytosis,Giant cell reticulohistiocytosis,G,https://dermnetnz.org/topics/multicentric-reticulohistiocytosis,Lipoid dermatoarthritis | Lipoid rheumatism | Nicolau-Balus syndrome
giant-cell-tumour-of-tendon-sheath-pathology,Giant cell tumour of tendon sheath pathology,G,https://dermnetnz.org/topics/giant-cell-tumour-of-tendon-sheath-pathology,
giant-hogweed,Giant hogweed,G,https://dermnetnz.org/topics/giant-hogweed,Heracleum mantegazzianum
brucellosis,Gibraltar fever,G,https://dermnetnz.org/topics/brucellosis,Malta fever | Mediterranean fever | Undulant fever
gingival-enlargement,Gingival bulge,G,https://dermnetnz.org/topics/gingival-enlargement,Gingival enlargement | Gingival hyperplasia | Gingival hypertrophy
epulis,Gingival polyp,G,https://dermnetnz.org/topics/epulis,
gingivitis-and-periodontitis,Gingivitis and periodontitis,G,https://dermnetnz.org/topics/gingivitis-and-periodontitis,
ginkgo-biloba,Ginkgo biloba,G,https://dermnetnz.org/topics/ginkgo-biloba,Ginkgolic acid | Maidenhair tree
infectious-mononucleosis,Glandular fever,G,https://dermnetnz.org/topics/infectious-mononucleosis,Monocytic angina | Pfeiffer disease
global-solar-ultraviolet-index,Global Solar Ultraviolet Index,G,https://dermnetnz.org/topics/global-solar-ultraviolet-index,
climate-change,Global warming effects on skin,G,https://dermnetnz.org/topics/climate-change,The impact of climate change on skin
dermoscopy-globular-pattern,Globular pattern dermoscopy,G,https://dermnetnz.org/topics/dermoscopy-globular-pattern,
glomuvenous-malformation,Glomangioma,G,https://dermnetnz.org/topics/glomuvenous-malformation,Glomangiomatosis | Glomuvenous malformation
glomangioma-pathology,Glomangioma pathology,G,https://dermnetnz.org/topics/glomangioma-pathology,Glomangiomatosis pathology | Glomuvenous malformation pathology
glomeruloid-haemangioma-pathology,Glomeruloid haemangioma pathology,G,https://dermnetnz.org/topics/glomeruloid-haemangioma-pathology,
glomus-tumour-pathology,Glomus tumour pathology,G,https://dermnetnz.org/topics/glomus-tumour-pathology,
burning-mouth-syndrome,Glossodynia,G,https://dermnetnz.org/topics/burning-mouth-syndrome,Orodynia | Stomatopyrosis
gloves-for-hand-protection,Gloves for hand protection,G,https://dermnetnz.org/topics/gloves-for-hand-protection,Occupational hand protection
glp-1-agonists,GLP 1 agonist,G,https://dermnetnz.org/topics/glp-1-agonists,GLP-1 agonist | GLP-1 agonists | Glucagon-like peptide 1 agonists | Glucagon-like peptide agonists | Glucagon-like peptide-1 agonist
necrolytic-migratory-erythema,Glucagonoma syndrome,G,https://dermnetnz.org/topics/necrolytic-migratory-erythema,Necrolytic migratory erythema
gnathostomiasis,Gnathomiasis,G,https://dermnetnz.org/topics/gnathostomiasis,Gnathostomiasis | Gnathostomosis | Infection by gnathostoma | Larva migrans profunda | Panniculitis nodular migratory filica | Shanghai rheumatism | Tuao chid | Wandering swelling | Yangtze River oedema
gnathostomiasis-pathology,Gnathostomiasis pathology,G,https://dermnetnz.org/topics/gnathostomiasis-pathology,Larva migrans profundus pathology
turner-syndrome,Gonadal dysgenesis syndrome,G,https://dermnetnz.org/topics/turner-syndrome,Pterygolymphangiectasia syndrome
gonorrhoea,Gonococcal infection,G,https://dermnetnz.org/topics/gonorrhoea,Gonorrhoea | The clap
gouty-tophi-images,Gouty tophi images,G,https://dermnetnz.org/topics/gouty-tophi-images,Gouty tophus images
graft-versus-host-disease-pathology,Graft versus host disease pathology,G,https://dermnetnz.org/topics/graft-versus-host-disease-pathology,GVHD pathology
graham-little-syndrome,Graham Little Piccardi Lassueur syndrome,G,https://dermnetnz.org/topics/graham-little-syndrome,Graham Little syndrome | Lassueur Graham Little syndrome | Piccardi Lassueur Little syndrome
gram-negative-folliculitis,Gram-negative folliculitis,G,https://dermnetnz.org/topics/gram-negative-folliculitis,
toxic-shock-syndrome-and-toxic-shock-like-syndrome,Gram-positive septic shock,G,https://dermnetnz.org/topics/toxic-shock-syndrome-and-toxic-shock-like-syndrome,Toxic shock syndrome and toxic shock-like syndrome
hibernoma,Granular cell lipoma,G,https://dermnetnz.org/topics/hibernoma,Hibernoma
granuloma,Granuloma,G,https://dermnetnz.org/topics/granuloma,
granuloma-annulare,Granuloma annulare,G,https://dermnetnz.org/topics/granuloma-annulare,Necrobiotic papulosis
granuloma-faciale,Granuloma faciale,G,https://dermnetnz.org/topics/granuloma-faciale,
granuloma-gluteale-infantum,Granuloma gluteale infantum,G,https://dermnetnz.org/topics/granuloma-gluteale-infantum,Infantile gluteal granuloma | Vegetating bromidism
granulomatosis-with-polyangiitis,Granulomatosis with polyangiitis,G,https://dermnetnz.org/topics/granulomatosis-with-polyangiitis,Wegener granulomatosis
granulomatous-cheilitis,Granulomatous cheilitis,G,https://dermnetnz.org/topics/granulomatous-cheilitis,
granulomatous-dermatitis,Granulomatous dermatitis,G,https://dermnetnz.org/topics/granulomatous-dermatitis,Interstitial granulomatous dermatitis | Interstitial granulomatous drug reaction | Palisading neutrophilic granulomatous dermatitis | Reactive granulomatous dermatitis
granulomatous-mastitis,Granulomatous Mastitis,G,https://dermnetnz.org/topics/granulomatous-mastitis,Idiopathic granulomatous mastitis
venous-eczema,Gravitational eczema,G,https://dermnetnz.org/topics/venous-eczema,Stasis dermatitis | Varicose dermatitis | Varicose eczema | Venous dermatitis | Venous eczema
stasis-ulcer,Gravitational ulcer,G,https://dermnetnz.org/topics/stasis-ulcer,Stasis ulcer | Stasis ulceration | Varicose ulcer
pseudoxanthoma-elasticum,Gronblad-Strandberg syndrome,G,https://dermnetnz.org/topics/pseudoxanthoma-elasticum,Pseudoxanthoma elasticum
transient-acantholytic-dermatosis,Grover disease,G,https://dermnetnz.org/topics/transient-acantholytic-dermatosis,Persistent and recurrent acantholytic dermatosis | Transient acantholytic dermatosis
transient-acantholytic-dermatosis-pathology,Grover disease histology,G,https://dermnetnz.org/topics/transient-acantholytic-dermatosis-pathology,Transient acantholytic dermatosis pathology
transient-acantholytic-dermatosis-images,Grover disease images,G,https://dermnetnz.org/topics/transient-acantholytic-dermatosis-images,Transient acantholytic dermatosis images
guidelines-for-the-treatment-of-adult-eczema,Guidelines for the management of adult eczema,G,https://dermnetnz.org/topics/guidelines-for-the-treatment-of-adult-eczema,Treatment guidelines for adult atopic dermatitis
guidelines-for-the-treatment-of-psoriasis,Guidelines for the management of psoriasis,G,https://dermnetnz.org/topics/guidelines-for-the-treatment-of-psoriasis,Treatment guidelines for chronic plaque psoriasis
guidelines-for-the-outpatient-treatment-of-childhood-eczema,Guidelines for the outpatient management of childhood eczema,G,https://dermnetnz.org/topics/guidelines-for-the-outpatient-treatment-of-childhood-eczema,Treatment guidelines for childhood atopic dermatitis
guselkumab,Guselkumab,G,https://dermnetnz.org/topics/guselkumab,Tremfya
guttate-psoriasis,Guttate psoriasis,G,https://dermnetnz.org/topics/guttate-psoriasis,
guttate-psoriasis-images,Guttate psoriasis images,G,https://dermnetnz.org/topics/guttate-psoriasis-images,
habit-tic-deformity,Habit-tic deformity,H,https://dermnetnz.org/topics/habit-tic-deformity,
hereditary-angioedema,HAE,H,https://dermnetnz.org/topics/hereditary-angioedema,Hereditary angioedema
kasabach-merritt-syndrome,Haemangioma haemorrhage syndrome,H,https://dermnetnz.org/topics/kasabach-merritt-syndrome,Haemangiomatosis with thrombocytopenia | Kasabach-Merritt syndrome | Thrombocytopenia haemangioma syndrome
subungual-haemorrhage,Haematoma under a nail,H,https://dermnetnz.org/topics/subungual-haemorrhage,Nail haemorrhage | Subungual haematoma | Subungual haemorrhage
shampoo,Hair and scalp cleanser,H,https://dermnetnz.org/topics/shampoo,Hair cleanser | Scalp cleanser | Shampoo
hair-care-practices-in-women-of-african-descent,Hair care practices in women of African descent,H,https://dermnetnz.org/topics/hair-care-practices-in-women-of-african-descent,
trichotillomania,Hair plucking,H,https://dermnetnz.org/topics/trichotillomania,Hair-pulling disorder | Trichotillomania
hair-removal-techniques,Hair removal techniques,H,https://dermnetnz.org/topics/hair-removal-techniques,Permanent hair reduction | Temporary hair reduction | Temporary hair removal
hair-replacement-surgery,Hair replacement surgery,H,https://dermnetnz.org/topics/hair-replacement-surgery,Hair transplantation
hair-shedding,Hair shedding,H,https://dermnetnz.org/topics/hair-shedding,
oral-hairy-leukoplakia,Hairy leukoplakia,H,https://dermnetnz.org/topics/oral-hairy-leukoplakia,Hairy leukoplakia of the tongue | Oral hairy leukoplakia
meyerson-naevus,Halo dermatitis,H,https://dermnetnz.org/topics/meyerson-naevus,Halo eczema | Meyerson naevus | Myerson naevus
halo-naevus,Halo mole,H,https://dermnetnz.org/topics/halo-naevus,Halo naevus | Leukoderma acquisitum centrifugum | Sutton naevus
halo-mole-images,Halo mole images,H,https://dermnetnz.org/topics/halo-mole-images,Halo naevus images | Sutton naevus images
hamartoma,Hamartoma,H,https://dermnetnz.org/topics/hamartoma,
hand-care-for-healthcare-workers,Hand care for healthcare workers,H,https://dermnetnz.org/topics/hand-care-for-healthcare-workers,
hand-dermatitis,Hand dermatitis,H,https://dermnetnz.org/topics/hand-dermatitis,Hand eczema
hand-dermatitis-images,Hand dermatitis images,H,https://dermnetnz.org/topics/hand-dermatitis-images,Hand eczema images
hand-skin-problems,Hand skin conditions,H,https://dermnetnz.org/topics/hand-skin-problems,
hand-foot-and-mouth-disease-pathology,"Hand, foot and mouth disease pathology",H,https://dermnetnz.org/topics/hand-foot-and-mouth-disease-pathology,Histology of hand foot and mouth disease
vibration-white-finger-hand-arm-vibration-syndrome,Hand-arm syndrome,H,https://dermnetnz.org/topics/vibration-white-finger-hand-arm-vibration-syndrome,Pneumatic hammer syndrome | Vibration white finger | Vibration white finger - hand arm vibration syndrome | Vibration white finger – hand arm vibration syndrome
vogt-koyanagi-harada-syndrome,Harada syndrome,H,https://dermnetnz.org/topics/vogt-koyanagi-harada-syndrome,Vogt disease | Vogt-Koyanagi disease | Vogt-Koyanagi-Harada syndrome | Vogt–Koyanagi–Harada syndrome
harlequin-ichthyosis,Harlequin fetus,H,https://dermnetnz.org/topics/harlequin-ichthyosis,Harlequin ichthyosis | Harlequin type ichythosis
has-my-melanoma-spread,Has my melanoma spread?,H,https://dermnetnz.org/topics/has-my-melanoma-spread,Investigation of melanoma
head-lice,Head lice,H,https://dermnetnz.org/topics/head-lice,Head louse | Lousy hair | Pediculosis capitis
heat-and-cold,Heat and cold,H,https://dermnetnz.org/topics/heat-and-cold,Skin reactions to cold | Skin reactions to heat
heavy-metal-toxicity,Heavy metal poisoning,H,https://dermnetnz.org/topics/heavy-metal-toxicity,Heavy metal toxicity | Heavy metal toxicosis | Toxic effects of heavy metals
english-ivy,Hedera helix,H,https://dermnetnz.org/topics/english-ivy,
sunflower,Helianthus annuus,H,https://dermnetnz.org/topics/sunflower,
helicobacter-pylori-infection-and-skin-diseases,Helicobacter pylori infection and skin diseases,H,https://dermnetnz.org/topics/helicobacter-pylori-infection-and-skin-diseases,
heliotherapy,Heliotherapy,H,https://dermnetnz.org/topics/heliotherapy,Sunlight phototherapy
heparin-induced-skin-necrosis,Heparin necrosis,H,https://dermnetnz.org/topics/heparin-induced-skin-necrosis,Heparin-induced skin necrosis
heparin-induced-haemorrhagic-bullous-dermatosis,Heparin-induced haemorrhagic bullous dermatosis,H,https://dermnetnz.org/topics/heparin-induced-haemorrhagic-bullous-dermatosis,
heparin-induced-thrombocytopenia,Heparin-induced thrombocytopenia,H,https://dermnetnz.org/topics/heparin-induced-thrombocytopenia,
hereditary-coproporphyria,Hereditary coproporphyria,H,https://dermnetnz.org/topics/hereditary-coproporphyria,
steatocystoma-multiplex,Hereditary epidermal polycystic disease,H,https://dermnetnz.org/topics/steatocystoma-multiplex,Sebocystomatosis | Steatocystoma multiplex
hereditary-haemorrhagic-telangiectasia,Hereditary haemorrhagic telangiectasia,H,https://dermnetnz.org/topics/hereditary-haemorrhagic-telangiectasia,Osler disease | Osler haemorrhagic telangiectasia syndrome | Osler Rendu Weber disease | Osler Weber Rendu disease
hereditary-leiomyomatosis-and-renal-cell-cancer-syndrome,Hereditary leiomyomatosis and renal cell cancer syndrome,H,https://dermnetnz.org/topics/hereditary-leiomyomatosis-and-renal-cell-cancer-syndrome,Leiomyoma multiple cutaneous | Leiomyomata and renal cell carcinoma hereditary | Multiple cutaneous and uterine leiomyomata type 1
lynch-syndrome,Hereditary non-polyposis colorectal cancer,H,https://dermnetnz.org/topics/lynch-syndrome,
chickenpox,Herpes varicella zoster,H,https://dermnetnz.org/topics/chickenpox,Varicella | Varicella zoster
herpes-zoster-images,Herpes zoster images,H,https://dermnetnz.org/topics/herpes-zoster-images,Shingles images
hibernoma-pathology,Hibernoma pathology,H,https://dermnetnz.org/topics/hibernoma-pathology,
hidradenitis-suppurativa-german-version,Hidradenitis suppurativa (German version),H,https://dermnetnz.org/topics/hidradenitis-suppurativa-german-version,
hidradenoma-papilliferum-pathology,Hidradenoma papilliferum pathology,H,https://dermnetnz.org/topics/hidradenoma-papilliferum-pathology,Papillary hidradenoma pathology
histiocytic-necrotising-lymphadenitis,Histiocytic necrotising lymphadenitis,H,https://dermnetnz.org/topics/histiocytic-necrotising-lymphadenitis,Histiocytic necrotising lymphadenopathy | Kikuchi disease | Kikuchi Fujimoto disease | Kikuchi–Fujimoto disease
igg4-related-skin-disease-pathology,Histology of IgG4-related skin disease,H,https://dermnetnz.org/topics/igg4-related-skin-disease-pathology,IgG4-related skin disease pathology
melanoma-pathology,Histology of malignant melanoma,H,https://dermnetnz.org/topics/melanoma-pathology,Melanoma pathology
histology-stains,Histology stains,H,https://dermnetnz.org/topics/histology-stains,Histopathology stains | Stains used in histopathology
histoplasmosis,Histoplasma capsulatum infection,H,https://dermnetnz.org/topics/histoplasmosis,Histoplasmosis
histoplasmosis-pathology,Histoplasmosis pathology,H,https://dermnetnz.org/topics/histoplasmosis-pathology,
hypertrophic-osteoarthropathy-and-digital-clubbing,HOA,H,https://dermnetnz.org/topics/hypertrophic-osteoarthropathy-and-digital-clubbing,Hypertrophic osteoarthropathy and digital clubbing | Hypertrophic pulmonary osteoarthropathy | Marie-Bamberger disease | Pachydermoperiostosis acquired | Primary inherited hypertrophic osteoarthropathy | Primary pachydermoperiostosis syndrome | Secondary hypertrophic osteoarthropathy | Touraine-Solente-Gole syndrome
targetoid-haemosiderotic-haemangioma-pathology,Hobnail haemangioma pathology,H,https://dermnetnz.org/topics/targetoid-haemosiderotic-haemangioma-pathology,Targetoid haemangioma pathology | Targetoid haemosiderotic haemangioma pathology
hodgkin-lymphoma,Hodgkin disease,H,https://dermnetnz.org/topics/hodgkin-lymphoma,Hodgkin lymphoma
home-phototherapy,Home phototherapy,H,https://dermnetnz.org/topics/home-phototherapy,Ulttraviolet treatment at home
honey,Honey in wound care,H,https://dermnetnz.org/topics/honey,Manuka honey use
