id,name,def,synonyms,xrefs,is_a,alt_ids,is_obsolete
DERMO:0000000,disease,,,"SNOMEDCT_US_2015_03_01:64572001 ""disease""|DOID:4 ""disease""",,,False
DERMO:0000001,cutaneous disease,Diseases originating in the skin and systemic diseases with cutaneous manifestations or sequelae.,,,DERMO:0000000,,False
DERMO:0000002,genodermatosis,,,"SNOMEDCT_US_2015_03_01:5613003 ""genodermatosis""|SNOMEDCT_US_2015_03_01:199879009 ""genodermatosis""|SNOMEDCT_US_2015_03_01:239001006 ""genodermatosis""",DERMO:0000001,,False
DERMO:0000003,psoriasis triggered by bacterial infection,psoriasis where bacterial infection is judged to be the triggering cause with or without genetic predisposition,,,DERMO:0000124|DERMO:0002063,,False
DERMO:0000004,psoriasis triggered by fungal infection,psoriasis where fungal infection is judged to be the triggering cause with or without genetic predisposition,,,DERMO:0000124|DERMO:0002246,,False
DERMO:0000005,disease of keratinization,,,,DERMO:0000002,,False
DERMO:0000006,inherited ectodermal dysplasia disorder,,,,DERMO:0000002,,False
DERMO:0000007,adnexal disease,"Diseases involving the appendages of the skin: the hair, nails, sebaceous glands, sweat glands, and mammary glands.",skin appendages disease,"HP:0011138 ""Abnormality of skin adnexa""",DERMO:0000001,DERMO:0000105,False
DERMO:0000008,HIV-related psoriasis,psoriasis occurring in patients with HIV infection,,,DERMO:0000124|DERMO:0002329,,False
DERMO:0000009,common ichthyosis,,,,,,True
DERMO:0000010,ichthyosis vulgaris,,autosomal dominant ichthyosis|ichthyosis simplex,"SNOMEDCT_US_2015_03_01:205551004 ""ichthyosis vulgaris""|SNOMEDCT_US_2015_03_01:254157005 ""ichthyosis vulgaris""|DERMLEX:3017 ""ichthyosis vulgaris""|DOID:1702 ""ichthyosis vulgaris""|ICD10:Q80.0 ""ichthyosis vulgaris""|OMIM:135940 ""ichthyosis vulgaris""",DERMO:0003288,,False
DERMO:0000011,x-linked recessive ichthyosis,,steroid sulfatase deficiency,"SNOMEDCT_US_2015_03_01:402771003 ""x-linked recessive ichthyosis""|SNOMEDCT_US_2015_03_01:205552006 ""x-linked recessive ichthyosis""|SNOMEDCT_US_2015_03_01:254160003 ""x-linked recessive ichthyosis""|SNOMEDCT_US_2015_03_01:3944006 ""x-linked recessive ichthyosis""|DERMLEX:3042 ""x-linked ichthyosis""|DOID:1700 ""x-linked recessive ichthyosis""",DERMO:0003288,,False
DERMO:0000012,non-syndromic autosomal recessive congenital ichthyosis,,,,DERMO:0003288,,False
DERMO:0000013,harlequin ichthyosis,,harlequin baby|harlequin fetus|ichthyosis congenita gravior,"SNOMEDCT_US_2015_03_01:205548006 ""harlequin ichthyosis""|ICD10:Q80.4 ""harlequin ichthyosis""",DERMO:0000012,,False
DERMO:0000014,late-onset autosomal recessive ichthyosis,,,,DERMO:0000012,,False
DERMO:0000015,keratinopathic ichthyosis,,,,DERMO:0003288,,False
DERMO:0000016,epidermolytic ichthyosis,,bullous congenital ichthyosiform erythroderma|bullous ichthyosis|EHK|EI|epidermolytic hyperkeratosis,"DOID:4603 ""epidermolytic ichthyosis""|HP:0007475 ""epidermolytic ichthyosis""|OMIM:139350 ""epidermolytic ichthyosis""|OMIM:148080 ""epidermolytic ichthyosis""",DERMO:0000774|DERMO:0003288,,False
DERMO:0000017,superficial epidermolytic ichthyosis,,ichthyosis bullosa of siemens|ichthyosis exfoliativa,"OMIM:600194 ""superficial epidermolytic ichthyosis""",DERMO:0003288,,False
DERMO:0000018,ichthyosis en confetti,,confetti ichthyosis|congenital reticular ichthyosiform erythroderma|CRIE|ichthyosis variegata|ichthyosis with confetti,"OMIM:148080 ""ichthyosis en confetti""",DERMO:0000015,,False
DERMO:0000019,ichthyosis hystrix curth-macklin,,IHCM,"DERMLEX:3018 ""ichthyosis hystrix""",DERMO:0000015,,False
DERMO:0000020,non-syndromic ichthyoses and erythrokeratodermas not otherwise specified,,,,,,True
DERMO:0000021,erythrokeratodermia variabilis,,EKV|erythrokeratodermia figurata variabilis|erythrokeratodermia variabilis et progressiva|mendes da costa disease,"SNOMEDCT_US_2015_03_01:70041004 ""erythrokeratodermia variabilis""|DERMLEX:3054 ""erythrokeratodermia variabilis""|DOID:0050467 ""erythrokeratodermia variabilis""|OMIM:603324 ""erythrokeratodermia variabilis""",DERMO:0003308,,False
DERMO:0000022,generalized inflammatory peeling skin syndrome,,,,DERMO:0003300,,False
DERMO:0000023,KLICK syndrome,,keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome,,DERMO:0003298,,False
DERMO:0000024,syndromic ichthyosis or erythrokeratoderma***to go,,,,,,True
DERMO:0000025,ARC syndrome,,arthrogryposis-renal dysfunction-cholestasis syndrome ,"DOID:0050763 ""arc syndrome""",DERMO:0003297,,False
DERMO:0000026,CEDNIK syndrome,,"cerebral dysgenesis, neuropathy, ichthyosis and keratoderma syndrome",,DERMO:0003297,,False
DERMO:0000027,CHILD syndrome,,CHILD nevus|congenital hemidysplasia with ichthyosiform erythroderma and limb defects syndrome|congenital hemidysplasia with ichthyosiform nevus and limb defects syndrome,"SNOMEDCT_US_2015_03_01:17608003 ""child syndrome""|OMIM:300275 ""child syndrome""",DERMO:0003310|DERMO:0003401,,False
DERMO:0000028,conradi-hunermann-happle syndrome,,CDPX2|chondrodysplasia punctata 2 x-linked|conradi-hunermann syndrome|happle syndrome|x-linked dominant chondrodysplasia punctata,,DERMO:0000358|DERMO:0003310|DERMO:0003401,,False
DERMO:0000029,dolichol kinase deficiency,,CDG1M|congenital disorder of glycosylation type 1M,,DERMO:0003288,,False
DERMO:0000030,gaucher disease type 2,,gaucher syndrome type 2,,DERMO:0000525|DERMO:0003288,DERMO:0000527,False
DERMO:0000031,Ichthyosis-hypotrichosis syndrome,,,,DERMO:0003297,,False
DERMO:0000032,ichthyosis-hypotrichosis-sclerosing cholangitis syndrome,,,,DERMO:0003297,,False
DERMO:0000033,"ichthyosis, intellectual disability and spastic quadriplegia",,"ichthyosis, spastic quadriplegia and mental retardation|ISQMR",,DERMO:0003297,,False
DERMO:0000034,ichthyosis prematurity syndrome,,,"OMIM:604194 ""ichthyosis prematurity syndrome""",DERMO:0003297,,False
DERMO:0000035,IFAP syndrome,,ichthyosis follicularis-atrichia-photophobia syndrome,,DERMO:0003298,,False
DERMO:0000036,KID syndrome,,erythrokeratodermia progressiva burns|HID syndrome|hystrix-like ichthyosis-deafness syndrome|keratitis-ichthyosis-deafness syndrome,"SNOMEDCT_US_2015_03_01:239059004 ""kid syndrome""|SNOMEDCT_US_2015_03_01:2625009 ""kid syndrome""|OMIM:121011 ""kid syndrome""",DERMO:0003308,,False
DERMO:0000037,MEDNIK syndrome,,mental retardation enteropathy deafness neuropathy ichthyosis keratoderma syndrome,"OMIM:603531 ""mednik syndrome""",DERMO:0003298,,False
DERMO:0000038,multiple sulfatase deficiency,,austin disease|mucosulfatidosis,"SNOMEDCT_US_2015_03_01:254076009 ""multiple sulfatase deficiency""|SNOMEDCT_US_2015_03_01:54898003 ""multiple sulfatase deficiency""|DOID:0050441 ""multiple sulfatase deficiency""|OMIM:607939 ""multiple sulfatase deficiency""",DERMO:0003297,,False
DERMO:0000039,neutral lipid storage disease with ichthyosis,,Chanarin-Dorfman syndrome,"DOID:0050729 ""neutral lipid storage disease with ichthyosis""|OMIM:604780 ""neutral lipid storage disease with ichthyosis""",DERMO:0003288,,False
DERMO:0000040,refsum disease,,heredopathia atactica polyneuritiformis|phytanic acid storage disease,"DERMLEX:3032 ""refsum disease""|DOID:10582 ""refsum disease""|ICD10:G60.1 ""refsum disease""|OMIM:602026 ""refsum disease""",DERMO:0003288,,False
DERMO:0000041,rhizomelic chondrodysplasia punctata type 1,,autosomal recessive chondrodysplasia punctata type 1|chondrodystrophia calcificans punctata,,DERMO:0003297,,False
DERMO:0000042,sjogren-larsson syndrome,,,"SNOMEDCT_US_2015_03_01:111303009 ""sjogren-larsson syndrome""|DERMLEX:3033 ""sjogren-larsson syndrome""|DOID:14501 ""sjogren-larsson syndrome""|OMIM:609523 ""sjogren-larsson syndrome""",DERMO:0003288,,False
DERMO:0000043,trichothiodystrophy with ichthyosis,,sulfur-deficient brittle hair syndrome|tay syndrome|TTD with ichthyosis,"DOID:2960 ""trichothiodystrophy with ichthyosis""",DERMO:0001457|DERMO:0002869|DERMO:0003288,,False
DERMO:0000044,epidermolytic palmoplantar keratoderma,,EPPK|hyperkeratosis localized epidermolytic|vorner type palmoplantar keratoderma ,"OMIM:607606 ""epidermolytic palmoplantar keratoderma""",DERMO:0003313,,False
DERMO:0000045,non-epidermolytic palmoplantar keratoderma,,NEPPK|unna-thost diffuse palmoplantar keratoderma,,DERMO:0003313,,False
DERMO:0000046,palmoplantar keratoderma nonepidermolytic focal,,FNEPPK,,,,True
DERMO:0000047,palmoplantar keratoderma with sensorineural deafness,,,,DERMO:0003319,,False
DERMO:0000048,Bart-Pumphrey syndrome,,"knuckle pads, leukonychia and sensorineural deafness","SNOMEDCT_US_2015_03_01:1271009 ""bart-pumphrey syndrome""|DOID:0050658 ""bart-pumphrey syndrome""|OMIM:121011 ""bart-pumphrey syndrome""",DERMO:0003319,,False
DERMO:0000049,palmoplantar keratoderma,,PPK,"SNOMEDCT_US_2015_03_01:706885006 ""palmoplantar keratoderma""|DOID:3390 ""palmoplantar keratoderma""|HP:0000982 ""palmoplantar keratoderma""",DERMO:0000005,,False
DERMO:0000050,mal de meleda,,meleda type palmoplantar keratoderma,"SNOMEDCT_US_2015_03_01:239069005 ""mal de meleda""|DERMLEX:3050 ""mal de meleda""",DERMO:0003313,,False
DERMO:0000051,oculodentodigital dysplasia,,ODD syndrome|ODDD,"SNOMEDCT_US_2015_03_01:38215007 ""oculodentodigital dysplasia""|OMIM:121014 ""oculodentodigital dysplasia""",DERMO:0003319,,False
DERMO:0000052,papillon-lefevre syndrome,,palmoplantar keratoderma with periodontitis,"SNOMEDCT_US_2015_03_01:40158001 ""papillon-lefevre syndrome""|DERMLEX:3058 ""papillon-lefevre syndrome""|OMIM:602365 ""papillon-lefevre syndrome""",DERMO:0003319,,False
DERMO:0000053,haim-munk syndrome,,"palmoplantar keratoderma with periodontitis, arachnodactyly and acro-osteolysis","DERMLEX:3068 ""haim-munk syndrome""|OMIM:602365 ""haim-munk syndrome""",DERMO:0003319,,False
DERMO:0000054,tyrosinemia type 2,,oculocutaneous tyrosinemia|richner-hanart syndrome,"SNOMEDCT_US_2015_03_01:4887000 ""tyrosinemia type 2""|DOID:0050725 ""tyrosinemia type 2""",DERMO:0003322,,False
DERMO:0000055,classic vohwinkel syndrome,,congenital deafness with keratopachydermia and constrictions of fingers and toes|mutilating palmoplantar keratoderma,,DERMO:0003319,,False
DERMO:0000056,loricrin keratoderma,,"vohwinkel syndrome, variant form",,DERMO:0003319,,False
DERMO:0000057,naxos disease,,diffuse palmoplantar keratoderma with woolly hair and arrhythmogenic cardiomyopathy,"DERMLEX:3741 ""naxos disease""|OMIM:173325 ""naxos disease""",DERMO:0003319,,False
DERMO:0000058,carvajal syndrome,,dilated cardiomyopathy with woolly hair and striate palmoplantar keratoderma,"DERMLEX:3758 ""dilated cardiomyopathy with woolly hair and keratoderma""",DERMO:0003322,,False
DERMO:0000059,striate palmoplantar keratoderma,,brunauer-fuhs-siemens syndrome|focal NEPPK|keratosis palmoplantaris areata|keratosis palmoplantaris striata|sPPK|wachter-type striate palmoplantar keratoderma,,DERMO:0003314,,False
DERMO:0000060,palmoplantar keratoderma with cutaneous squamous cell carcinoma and sex reversal,,,,DERMO:0000583|DERMO:0003319,,False
DERMO:0000061,LAMB syndrome,,,"DOID:0050471 ""lamb syndrome""",DERMO:0000676,,False
DERMO:0000062,acral peeling skin syndrome,,,"SNOMEDCT_US_2015_03_01:709416009 ""acral peeling skin syndrome""",DERMO:0003300,,False
DERMO:0000063,cardio-facio-cutaneous syndrome,,,"SNOMEDCT_US_2015_03_01:403770008 ""cardio-facio-cutaneous syndrome""",DERMO:0000005,,False
DERMO:0000064,darier disease,,darier-white disease|dyskeratosis follicularis|follicular dyskeratosis|keratosis follicularis,"SNOMEDCT_US_2015_03_01:48611009 ""darier disease""|DERMLEX:3078 ""darier disease""|DOID:2734 ""darier disease""|OMIM:108740 ""darier disease""",DERMO:0000005,,False
DERMO:0000065,hailey-hailey disease,,familial benign chronic pemphigus|HHD,"SNOMEDCT_US_2015_03_01:79468000 ""hailey-hailey disease""|DERMLEX:3503 ""hailey-hailey disease""|DOID:0050429 ""hailey-hailey disease""|OMIM:604384 ""hailey-hailey disease""",DERMO:0000005,,False
DERMO:0000066,keratosis follicularis spinulosa decalvans,A rare familial variant of facial follicular atrophy which results in bald areas on the scalp and eyebrows.,KFSD,"SNOMEDCT_US_2015_03_01:238626006 ""keratosis follicularis spinulosa decalvans""|DERMLEX:2326 ""keratosis follicularis spinulosa decalvans""|OMIM:313020 ""keratosis follicularis spinulosa decalvans""",DERMO:0001436|DERMO:0002540,,False
DERMO:0000067,"noonan syndrome, type 1",,,,DERMO:0000078,,False
DERMO:0000068,"noonan syndrome, type 3",,,,DERMO:0000078,,False
DERMO:0000069,"noonan syndrome, type 5",,,,DERMO:0000078,,False
DERMO:0000070,"noonan syndrome, type 4",,,,DERMO:0000078,,False
DERMO:0000071,"noonan syndrome, type 6",,,,DERMO:0000078,,False
DERMO:0000072,noonan syndrome-like disorder,,,,DERMO:0000005,,False
DERMO:0000073,noonan syndrome-like disorder with loose anagen hair,,,,DERMO:0000005,,False
DERMO:0000074,"porokeratosis, disseminated superficial actinic",,,,DERMO:0000005,,False
DERMO:0000075,psoriasiform dermatitis-microcephaly-developmental delay,,,,DERMO:0000005,,False
DERMO:0000076,seborrhea-like dermatitis with psoriasiform elements,,,"OMIM:610226 ""seborrhea-like dermatitis with psoriasiform elements""",DERMO:0000005,,False
DERMO:0000077,white sponge nevus,,,"SNOMEDCT_US_2015_03_01:389203001 ""white sponge nevus""|SNOMEDCT_US_2015_03_01:62953009 ""white sponge nevus""|SNOMEDCT_US_2015_03_01:85388002 ""white sponge nevus""|DERMLEX:968 ""white sponge nevus""|DOID:0050448 ""white sponge nevus""|OMIM:123940 ""white sponge nevus""|OMIM:148065 ""white sponge nevus""",DERMO:0000005,,False
DERMO:0000078,noonan syndrome,,,"SNOMEDCT_US_2015_03_01:88327006 ""noonan syndrome""|SNOMEDCT_US_2015_03_01:205824006 ""noonan syndrome""|DERMLEX:4698 ""noonan syndrome""|DOID:3490 ""noonan syndrome""",DERMO:0000005,,False
DERMO:0000079,acantholytic ectodermal dysplasia,,,,DERMO:0000006,,False
DERMO:0000080,AEC syndrome,,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome|hay-wells syndrome|rapp-hodgkin syndrome,"SNOMEDCT_US_2015_03_01:55821006 ""aec syndrome""|OMIM:603273 ""aec syndrome""",DERMO:0003440,,False
DERMO:0000081,EEC syndrome,,ectrodactyly-ectodermal dysplasia-cleft syndrome|split hand-split foot-ectodermal dysplasia-clefting syndrome,"SNOMEDCT_US_2015_03_01:39788007 ""eec syndrome""",DERMO:0003440,,False
DERMO:0000082,ADULT syndrome,,acro-dermato-ungual-lacrimal-tooth syndrome,"DOID:0050601 ""adult syndrome""|OMIM:603273 ""adult syndrome""",DERMO:0003440,,False
DERMO:0000083,limb-mammary syndrome,,,"DERMLEX:3118 ""limb-mammary syndrome""|OMIM:603273 ""limb-mammary syndrome""",DERMO:0003440,,False
DERMO:0000084,cleft lip/palate-ectodermal dysplasia syndrome,,rosselli-gulienetti syndrome,"OMIM:600644 ""cleft lip/palate-ectodermal dysplasia syndrome""",DERMO:0000006,,False
DERMO:0000085,cranioectodermal dysplasia,,,"SNOMEDCT_US_2015_03_01:239034008 ""cranioectodermal dysplasia""|SNOMEDCT_US_2015_03_01:254093009 ""cranioectodermal dysplasia""|DERMLEX:3123 ""cranioectodermal dysplasia""|DOID:0050577 ""cranioectodermal dysplasia""",DERMO:0000006,,False
DERMO:0000086,cranioectodermal dysplasia type 1,,,,DERMO:0000085,,False
DERMO:0000087,cranioectodermal dysplasia type 2,,,,DERMO:0000085,,False
DERMO:0000088,ectodermal dysplasia-neoplastic syndrome,,ED-neoplastic syndrome|oligodontia-colorectal cancer syndrome|tooth agenesis-colorectal cancer syndrome,"OMIM:604025 ""ectodermal dysplasia-neoplastic syndrome""",DERMO:0000006,,False
DERMO:0000089,ectodermal dysplasia-syndactyly syndrome,,ED-syndactyly syndrome|EDS,,DERMO:0000006,,False
DERMO:0000090,EEM syndrome,,ectodermal dysplasia-ectrodactyly and macular dystrophy syndrome,,DERMO:0000006,,False
DERMO:0000091,ellis-van creveld syndrome,,EVC syndrome,"SNOMEDCT_US_2015_03_01:62501005 ""ellis-van creveld syndrome""|DERMLEX:4724 ""ellis-van creveld syndrome""|DOID:12714 ""ellis-van creveld syndrome""|OMIM:604831 ""ellis-van creveld syndrome""|OMIM:607261 ""ellis-van creveld syndrome""",DERMO:0000006,,False
DERMO:0000092,hidrotic ectodermal dysplasia,,clouston syndrome|hidrotic ED,"SNOMEDCT_US_2015_03_01:54209007 ""hidrotic ectodermal dysplasia""|DERMLEX:3106 ""hidrotic ectodermal dysplasia""|DOID:14693 ""hidrotic ectodermal dysplasia""|HP:0007529 ""hidrotic ectodermal dysplasia""",DERMO:0003319|DERMO:0003439,,False
DERMO:0000093,hypohidrotic ectodermal dysplasia,,anhidrotic ectodermal dysplasia|christ-siemens-touraine syndrome|HED|hypohidrotic ED,"SNOMEDCT_US_2015_03_01:7731005 ""hypohidrotic ectodermal dysplasia""|DERMLEX:3091 ""anhidrotic ectodermal dysplasi""|DOID:14793 ""hypohidrotic ectodermal dysplasia""|HP:0007476 ""hypohidrotic ectodermal dysplasia""|HP:0007607 ""hypohidrotic ectodermal dysplasia""",DERMO:0003439,,False
DERMO:0000094,hypohidrotic ectodermal dysplasia with immunodeficiency,,HED-ID|hypohidrotic ED with immunodeficiency,,DERMO:0003363|DERMO:0003401|DERMO:0003439,,False
DERMO:0000095,"immunodeficiency, myopathy and ectodermal dysplasia",,"immune dysfunction with T cell inactivation due to calcium entry defect 1|immunodeficiency, myopathy and ED",,DERMO:0000006,,False
DERMO:0000096,odonto-onycho-dermal dysplasia,,schopf-schulz-passarge syndrome,"SNOMEDCT_US_2015_03_01:403762003 ""odonto-onycho-dermal dysplasia""|DERMLEX:3139 ""odontoonychodermal dysplasia""|OMIM:606268 ""odonto-onycho-dermal dysplasia""",DERMO:0000006,,False
DERMO:0000097,plakophilin deficiency,,ectodermal dysplasia/skin fragility syndrome,"OMIM:601975 ""plakophilin deficiency""",DERMO:0000006,,False
DERMO:0000098,pure hair-nail type ectodermal dysplasia,,pure hair-nail type ED,"DERMLEX:3744 ""pure hair-nail type ectodermal dysplasia""",DERMO:0000006,,False
DERMO:0000099,witkop tooth and nail syndrome,,hypodontia with nail dysgenesis|tooth and nail syndrome|witkop syndrome,"DERMLEX:4142 ""witkop syndrome""|DOID:6678 ""witkop tooth and nail syndrome""",DERMO:0003439,,False
DERMO:0000100,tricho-dento-osseous syndrome,,,"SNOMEDCT_US_2015_03_01:38993008 ""tricho-dento-osseous syndrome""",DERMO:0000006,,False
DERMO:0000101,pruritus or dysesthesia,,,,DERMO:0000173,,False
DERMO:0000102,papulosquamous or eczematous dermatosis,,,,DERMO:0000001,,False
DERMO:0000103,"urticaria, erythema or purpura",,,,DERMO:0000001,,False
DERMO:0000104,vesiculobullous disease,,,,DERMO:0000001,,False
DERMO:0000106,rheumatological disorder,,,,DERMO:0000001,,False
DERMO:0000107,metabolic or systemic disease,,,,DERMO:0000001,,False
DERMO:0000108,pigmentary disorder,,,,DERMO:0000001,,False
DERMO:0000109,disorder of hair and nails,,,,DERMO:0000001,,False
DERMO:0000110,"disorder caused by infections, infestations, stings, or bites",,,,DERMO:0000001,,False
DERMO:0000111,disorder due to a physical agent,,,,DERMO:0000001,,False
DERMO:0000112,disorder of langerhans cells or macrophages,,,,DERMO:0000001,,False
DERMO:0000113,atrophy or disorder of dermal connective tissues,,,,DERMO:0000001,,False
DERMO:0000114,disorders of subcutaneous fat,,,,DERMO:0000001,,False
DERMO:0000115,vascular disorder,,,"SNOMEDCT_US_2015_03_01:27550009 ""vascular disorder""",DERMO:0000001,,False
DERMO:0000116,disorder of neoplasm of the skin,,,,DERMO:0000001,,False
DERMO:0000117,dermatologic disease with pruritus,,,,DERMO:0000101,,False
DERMO:0000118,pruritus due to infestation,,,,DERMO:0000117,,False
DERMO:0000119,scabies,,,"SNOMEDCT_US_2015_03_01:67172004 ""scabies""|SNOMEDCT_US_2015_03_01:128869009 ""scabies""|SNOMEDCT_US_2015_03_01:154422001 ""scabies""|SNOMEDCT_US_2015_03_01:187215008 ""scabies""|SNOMEDCT_US_2015_03_01:266224002 ""scabies""|DOID:8295 ""scabies""|ICD10:B86 ""scabies""",DERMO:0001385|DERMO:0002325|DERMO:0002802,,False
DERMO:0000120,pediculosis,,lice infestation,"SNOMEDCT_US_2015_03_01:154417001 ""pediculosis""|SNOMEDCT_US_2015_03_01:20848007 ""pediculosis""|SNOMEDCT_US_2015_03_01:266223008 ""pediculosis""|DOID:5502 ""pediculosis""",DERMO:0002802,,False
DERMO:0000121,inflammatory dermatoses,,,,DERMO:0000117,,False
DERMO:0000122,atopic dermatitis,,AD|atopic eczema|eczema,"SNOMEDCT_US_2015_03_01:156331003 ""atopic dermatitis""|SNOMEDCT_US_2015_03_01:24079001 ""atopic dermatitis""|DERMLEX:2100 ""atopic dermatitis""|DOID:10652 ""atopic dermatitis""|DOID:3310 ""atopic dermatitis""|HP:0000964 ""atopic dermatitis""|HP:0001047 ""atopic dermatitis""|ICD10:L20 ""atopic dermatitis""",DERMO:0000121|DERMO:0000432|DERMO:0000487,,False
DERMO:0000124,psoriasis,,,"SNOMEDCT_US_2015_03_01:9014002 ""psoriasis""|SNOMEDCT_US_2015_03_01:156369008 ""psoriasis""|DERMLEX:2042 ""psoriasis""|DOID:8893 ""psoriasis""|HP:0003765 ""psoriasis""|ICD10:L40 ""psoriasis""|MP:0001193 ""psoriasis""",DERMO:0000121|DERMO:0000430|DERMO:0000432,DERMO:0000402,False
DERMO:0000125,cutaneous T-cell lymphoma,,CTCL,"SNOMEDCT_US_2015_03_01:400122007 ""cutaneous t-cell lymphoma""|SNOMEDCT_US_2015_03_01:28054005 ""cutaneous t-cell lymphoma""|SNOMEDCT_US_2015_03_01:255099004 ""cutaneous t-cell lymphoma""|HP:0012192 ""cutaneous t-cell lymphoma""",DERMO:0000116|DERMO:0000117|DERMO:0000432|DERMO:0002340,DERMO:0000435|DERMO:0001228,False
DERMO:0000126,dermatosis resulting from pruritus,,,,DERMO:0000102,,False
DERMO:0000127,prurigo nodularis,,,"SNOMEDCT_US_2015_03_01:63501000 ""prurigo nodularis""|DERMLEX:635 ""prurigo nodularis""|ICD10:L28.1 ""prurigo nodularis""",DERMO:0000126,,False
DERMO:0000128,lichen simplex chronicus,,,"SNOMEDCT_US_2015_03_01:53891004 ""lichen simplex chronicus""|DERMLEX:2106 ""lichen simplex chronicus""|ICD10:L28.0 ""lichen simplex chronicus""",DERMO:0000126,,False
DERMO:0000129,lichen ruber moniliformis,,,"SNOMEDCT_US_2015_03_01:3358001 ""lichen ruber moniliformis""|ICD10:L44.3 ""lichen ruber moniliformis""",DERMO:0000126,,False
DERMO:0000130,variant of pruritus,,,,DERMO:0002968,,False
DERMO:0000131,aquagenic pruritus,,,"SNOMEDCT_US_2015_03_01:201026001 ""aquagenic pruritus""|SNOMEDCT_US_2015_03_01:238695001 ""aquagenic pruritus""|DERMLEX:632 ""aquagenic pruritus""",DERMO:0000130,,False
DERMO:0000132,pruritus ani,,,"SNOMEDCT_US_2015_03_01:90446007 ""pruritus ani""|SNOMEDCT_US_2015_03_01:156381007 ""pruritus ani""|SNOMEDCT_US_2015_03_01:201012005 ""pruritus ani""|DERMLEX:647 ""pruritus ani""|ICD10:L29.0 ""pruritus ani""",DERMO:0000130,,False
DERMO:0000133,pruritus vulvae,,,"SNOMEDCT_US_2015_03_01:156382000 ""pruritus vulvae""|SNOMEDCT_US_2015_03_01:201013000 ""pruritus vulvae""|SNOMEDCT_US_2015_03_01:201014006 ""pruritus vulvae""|SNOMEDCT_US_2015_03_01:267853004 ""pruritus vulvae""|SNOMEDCT_US_2015_03_01:67882000 ""pruritus vulvae""|DERMLEX:648 ""pruritus vulvae""|ICD10:L29.2 ""pruritus vulvae""",DERMO:0000130,,False
DERMO:0000134,pruritus scroti,,,"SNOMEDCT_US_2015_03_01:65645005 ""pruritus scroti""|DERMLEX:649 ""pruritus scroti""|ICD10:L29.1 ""pruritus scroti""",DERMO:0000130,,False
DERMO:0000135,scalp pruritus,,,"SNOMEDCT_US_2015_03_01:277799005 ""scalp pruritus""|DERMLEX:646 ""scalp pruritus""",DERMO:0000130,,False
DERMO:0000136,pruritus in scars,,,,DERMO:0000130,,False
DERMO:0000137,post-burn pruritus,,,,DERMO:0000130,,False
DERMO:0000139,pruritus due to systemic disease,,,"DERMLEX:627 ""pruritus due to systemic disease""",DERMO:0000101,,False
DERMO:0000140,renal pruritus,,,,DERMO:0000139,,False
DERMO:0000141,"renal pruritus, localized",,,,DERMO:0000140,,False
DERMO:0000142,"renal pruritus, generalized",,,,DERMO:0000140,,False
DERMO:0000143,cholestatic pruritus,,,"SNOMEDCT_US_2015_03_01:707150004 ""cholestatic pruritus""",DERMO:0000139,,False
DERMO:0000144,haematologic pruritus,,,,DERMO:0000139,,False
DERMO:0000145,iron deficiency,,,"SNOMEDCT_US_2015_03_01:190663001 ""iron deficiency""|SNOMEDCT_US_2015_03_01:35240004 ""iron deficiency""|ICD10:E61.1 ""iron deficiency""",DERMO:0002739,,False
DERMO:0000146,polycythemia vera,,,"SNOMEDCT_US_2015_03_01:128841001 ""polycythemia vera""|SNOMEDCT_US_2015_03_01:154644004 ""polycythemia vera""|SNOMEDCT_US_2015_03_01:109992005 ""polycythemia vera""|SNOMEDCT_US_2015_03_01:269652000 ""polycythemia vera""|SNOMEDCT_US_2015_03_01:31569001 ""polycythemia vera""|DERMLEX:4542 ""polycythemia vera""|DOID:8997 ""polycythemia vera""|OMIM:147796 ""polycythemia vera""",DERMO:0000621,,False
DERMO:0000147,pruritus due to malignancy,,,"DERMLEX:641 ""pruritus due to malignancy""",DERMO:0000139,,False
DERMO:0000149,non-hodgkin lymphoma,,,"SNOMEDCT_US_2015_03_01:118601006 ""non-hodgkin lymphoma""|DOID:0060060 ""non-hodgkin lymphoma""|HP:0012539 ""non-hodgkin lymphoma""",DERMO:0001725,,False
DERMO:0000151,endocrine pruritus,,,,DERMO:0000139,,False
DERMO:0000152,thyroid disease,,,"SNOMEDCT_US_2015_03_01:14304000 ""thyroid disease""|HP:0000820 ""thyroid disease""",DERMO:0000622,,False
DERMO:0000154,pruritus due to HIV infection and AIDS,,,,DERMO:0000139,,False
DERMO:0000155,pharmacologic pruritus,,,,DERMO:0002968,,False
DERMO:0000156,pruritus due to pregnancy,,,,DERMO:0000101,,False
DERMO:0000157,psychogenic pruritus,,,"SNOMEDCT_US_2015_03_01:154925009 ""psychogenic pruritus""|SNOMEDCT_US_2015_03_01:191966002 ""psychogenic pruritus""|SNOMEDCT_US_2015_03_01:192436003 ""psychogenic pruritus""|SNOMEDCT_US_2015_03_01:268774006 ""psychogenic pruritus""|DERMLEX:634 ""psychogenic pruritus""",DERMO:0002968,,False
DERMO:0000158,pruritus or dysesthesia with neurological aetiology,,,,DERMO:0000101,,False
DERMO:0000159,brachoradial pruritus,,,,DERMO:0000158,,False
