id,name,def,synonyms,xrefs,is_a,alt_ids,is_obsolete
DERMO:0002470,skin disease caused by ameboid protozoa,,,,DERMO:0002450,,False
DERMO:0002471,acne vulgaris,"Acne vulgaris is a chronic skin condition in which blockage or inflammation of the  pilosebaceous units occurs. It principally affects the face, the back, and the chest, and usually first occurs around the age of puberty.",acne,"SNOMEDCT_US_2015_03_01:88616000 ""acne vulgaris""|SNOMEDCT_US_2015_03_01:156419001 ""acne vulgaris""|SNOMEDCT_US_2015_03_01:201214004 ""acne vulgaris""|SNOMEDCT_US_2015_03_01:267867008 ""acne vulgaris""|DERMLEX:2287 ""acne vulgaris""|DOID:6543 ""acne vulgaris""|HP:0001061 ""acne vulgaris""|ICD10:L70 ""acne vulgaris""|ICD10:L70.0 ""acne vulgaris""",DERMO:0000007,,False
DERMO:0002472,infantile acne,"An acneiform eruption that occurs in newborns or infants, and is often seen on the nose and adjacent portions of the cheek.",Acne neonatorum|Neonatal acne,"SNOMEDCT_US_2015_03_01:201219009 ""infantile acne""|SNOMEDCT_US_2015_03_01:49706007 ""infantile acne""|DERMLEX:2289 ""infantile acne""|ICD10:L70.4 ""infantile acne""|SNOMEDCT:49706007 ""Neonatal acne""",DERMO:0002471,,False
DERMO:0002473,closed comedone acne,"A type of acne lesion, which develops when plugs of skin cells and oil become trapped within the hair follicle and the pore opening is obstructed.",whiteheads,,DERMO:0002471,,False
DERMO:0002474,open comedone acne,Acne with dome-shaped papules showing a conspicuous dilated follicular opening that is filled with an inspissated core of shed keratin.,blackheads,"SNOMEDCT:247467008 ""COMEDONE""",DERMO:0002471,,False
DERMO:0002475,acneiform eruption,Visible efflorescent lesions of the skin caused by acne or resembling acne.,,"SNOMEDCT_US_2015_03_01:402644006 ""acneiform eruption""|MSH:D017486 ""Acneiform eruptions""|SNOMEDCT:402644006 ""Acneiform eruption""|UMLS_CUI:C0175167 ""Acneiform eruptions""",DERMO:0002471,,False
DERMO:0002476,cystic acne,"Form of acne where cysts are deeper and filled with a combination of pus and serosanguineous fluid. In patients with severe nodulocystic acne, these lesions frequently coalesce to form large, complex inflamed plaques that can include sinus tracts.",Acne cystica|Cystic acne vulgaris,"SNOMEDCT_US_2015_03_01:13277001 ""cystic acne""|SNOMEDCT:13277001 ""Cystic acne""",DERMO:0002471,,False
DERMO:0002477,post-adolescent acne,"Inflammatory acne persisting beyond 25 years of age which typically features tender, deep-seated papulonodules on the lower third of the face, jawline and neck.",,,DERMO:0002471,,False
DERMO:0002478,acne fulminans,"Severe scarring acne associated with fever, polyarthralgia, crusted ulcerative lesions, weight loss, and anemia.",acute febrile ulcerative acne,"SNOMEDCT_US_2015_03_01:4659007 ""acne fulminans""|DERMLEX:2293 ""acne fulminans""|ICD10:L70.8 ""Other acne""|RID:13962 ""Acne fulminans""|SNOMEDCT:4659007 ""Acne fulminans""",DERMO:0002471,,False
DERMO:0002480,acne conglobata,Very severe and chronic form of acne vulgaris in which inflammatory lesions predominate and run together and often forming exudates or bleeding.,,"SNOMEDCT_US_2015_03_01:42228007 ""acne conglobata""|DERMLEX:2318 ""acne conglobata""|ICD10:L70.1 ""acne conglobata""",DERMO:0002471,,False
DERMO:0002481,follicular occlusion tetrad,"The combination of major acne, pilonidal sinus, chronic scalp folliculitis, and hidradenitis suppurativa.","dissecting cellulitis of the scalp, hidradenitis suppurativa and pilonidal cysts, and acne conglobata","SNOMEDCT_US_2015_03_01:404176003 ""follicular occlusion tetrad""|SNOMEDCT:404176003 ""Follicular occlusion tetrad - hidradenitis, acne conglobata, dissecting cellulitis, pilonidal sinus""",DERMO:0002480,,False
DERMO:0002482,solid facial edema,A complication of acne vulgaris  with distortion of the midline face and cheeks due to soft tissue swelling.,morbihan's disease,"DERMLEX:2316 ""rosaceous lymphedema""",DERMO:0002471|DERMO:0002516,,False
DERMO:0002484,acne excoriee des jeunes filles,"Self induced acne lesions caused by patient excoriation, showing redness and inflammation, open sores, and scabs.",acne excoria|acne excoriee|excoriated acne|picker's acne,"SNOMEDCT_US_2015_03_01:10065003 ""acne excoriee des jeunes filles""|ICD10:L70.5 ""Acne excoriee des jeunes filles""|RID:15837 ""ACNE EXCORIEE""|SNOMEDCT:10065003 ""Excoriated acne""",DERMO:0000175|DERMO:0002471,DERMO:0000180,False
DERMO:0002485,drug-induced acne,Acne induced by drug exposure or treatment.,acne medicamentosa,,DERMO:0002471,,False
DERMO:0002486,epidermal growth factor receptor inhibitor-induced papulopustular eruption,,,,DERMO:0002475|DERMO:0002516,,False
DERMO:0002487,tropical acne,Follicular acneiform eruption that results from exposure to extreme heat.,,"SNOMEDCT_US_2015_03_01:10954006 ""tropical acne""|SNOMEDCT_US_2015_03_01:201223001 ""tropical acne""|DERMLEX:2301 ""tropical acne""",DERMO:0002475,,False
DERMO:0002488,radiation acne,,,,DERMO:0002475,,False
DERMO:0002489,pseudoacne of the transverse nasal crease,,,,DERMO:0002475,,False
DERMO:0002490,idiopathic facial aseptic granuloma,Radiation acne is a side effect of external beam ionizing radiation.,,,DERMO:0002475,,False
DERMO:0002491,childhood flexural comedones,,,,DERMO:0002475,,False
DERMO:0002492,rosacea,Rosacea is a chronic red rash involving the central face.,,"SNOMEDCT_US_2015_03_01:398909004 ""rosacea""|SNOMEDCT_US_2015_03_01:156364003 ""rosacea""|SNOMEDCT_US_2015_03_01:200930009 ""rosacea""|SNOMEDCT_US_2015_03_01:1612004 ""rosacea""|SNOMEDCT_US_2015_03_01:267849001 ""rosacea""|DERMLEX:2283 ""rosacea""|DOID:8881 ""rosacea""|ICD10:L71 ""rosacea""",DERMO:0000007,,False
DERMO:0002493,erythematotelangiectatic rosacea,"Erythematotelangiectatic rosacea is a term that covers individuals who have a tendency for flushing, combined with a background of persistent facial erythema and sometimes telangiectasias.",,,DERMO:0002492,,False
DERMO:0002494,papulopustular rosacea,"Papulopustular rosacea is characterized by a centrofacial eruption of multiple, small (<3 mm), dome-shaped, erythematous papules, some of which are surmounted by a seropustule.",,"DERMLEX:2307 ""papulopustular rosacea""",DERMO:0002492,,False
DERMO:0002495,phymatous rosacea,Rosacea involving hypertrophy of the sebaceous glands of the affected region.,,"DERMLEX:2309 ""phymatous rosacea""",DERMO:0002492,,False
DERMO:0002496,ocular rosacea,"Ocular rosacea may of may not be accompanied by cutaneous signs. Ocular rosacea may be characterized by chronically bloodshot eyes, dry eyes, blepharitis, tiny concretions at the bases of the cilia, or mild scaling of the eyelid margins.",,"SNOMEDCT_US_2015_03_01:200933006 ""ocular rosacea""|DERMLEX:2314 ""ocular rosacea""",DERMO:0002492,,False
DERMO:0002497,rhinophyma,Rhinophyma is a hypertrophy of the sebaceous glands in nasal skin.,hypertrophy of the sebaceous glands in nasal skin,"SNOMEDCT_US_2015_03_01:156364003 ""rhinophyma""|SNOMEDCT_US_2015_03_01:19877001 ""rhinophyma""|SNOMEDCT_US_2015_03_01:267849001 ""rhinophyma""|DERMLEX:909 ""rhinophyma""|ICD10:L71.1 ""rhinophyma""",DERMO:0002495,,False
DERMO:0002498,erythematotelangiectatic rosacea stage 1,"Erythematotelangiectatic rosacea is a term that covers individuals who have a tendency for flushing, combined with a background of persistent facial erythema and sometimes telangiectasias. Characterized by occasional mild flushing; faint persistent centrofacial erythema; few telangiectasias.",,,DERMO:0002493,,False
DERMO:0002499,erythematotelangiectatic rosacea stage 2,"Erythematotelangiectatic rosacea is a term that covers individuals who have a tendency for flushing, combined with a background of persistent facial erythema and sometimes telangiectasias. Characterized by frequent troublesome flushing; moderate persistent centrofacial erythema; several distinct telangiectasias.",,,DERMO:0002493,,False
DERMO:0002500,erythematotelangiectatic rosacea stage 3,"Erythematotelangiectatic rosacea is a term that covers individuals who have a tendency for flushing, combined with a background of persistent facial erythema and sometimes telangiectasias. Characterized by frequent severe flushing; pronounced persistent centrofacial erythema; many prominent telangiectasias; possible edema.",,,DERMO:0002493,,False
DERMO:0002501,ocular rosacea stage 1,"Ocular rosacea may of may not be accompanied by cutaneous signs. Ocular rosacea may be characterized by chronically bloodshot eyes, dry eyes, blepharitis, tiny concretions at the bases of the cilia, or mild scaling of the eyelid margins. Defined by mild itch, dryness or grittiness; fine scaling of eyelid margins; telangiectasia of eyelid margins; mild conjunctival injection.",,,DERMO:0002496,,False
DERMO:0002502,ocular rosacea stage 2,"Ocular rosacea may of may not be accompanied by cutaneous signs. Ocular rosacea may be characterized by chronically bloodshot eyes, dry eyes, blepharitis, tiny concretions at the bases of the cilia, or mild scaling of the eyelid margins. Defined by burning or stinging; crusting, irregularity, erythema and/or edema of eyelid margins; definite conjunctival injection; chalazion or hordeolum.",,,DERMO:0002496,,False
DERMO:0002503,ocular rosacea stage 3,"Ocular rosacea may of may not be accompanied by cutaneous signs. Ocular rosacea may be characterized by chronically bloodshot eyes, dry eyes, blepharitis, tiny concretions at the bases of the cilia, or mild scaling of the eyelid margins. Defined by pain, photosensitivity, blurred vision; severe eyelid changes with loss of lashes, severe conjunctival inflammation; corneal changes, with potential loss of vision; episcleritis, scleritis; iritis.",,,DERMO:0002496,,False
DERMO:0002504,papulopustular rosacea stage 1,"Papulopustular rosacea is characterized by a centrofacial eruption of multiple, small (<3 mm), dome-shaped, erythematous papules, some of which are surmounted by a seropustule. Stage 1 defined by few papules and/or papulopustules; mild persistent centrofacial erythema.",,,DERMO:0002494,,False
DERMO:0002505,papulopustular rosacea stage 2,"Papulopustular rosacea is characterized by a centrofacial eruption of multiple, small (<3 mm), dome-shaped, erythematous papules, some of which are surmounted by a seropustule. Stage 2 defined by sseveral papules and/or papulopustules; moderate persistent centrofacial erythema.",,,DERMO:0002494,,False
DERMO:0002506,papulopustular rosacea stage 3,"Papulopustular rosacea is characterized by a centrofacial eruption of multiple, small (<3 mm), dome-shaped, erythematous papules, some of which are surmounted by a seropustule. Stage 3 defined by extensive papules and/or papulopustules; pronounced persistent centrofacial erythema; inflammatory plaques or edema may be present.",,,DERMO:0002494,,False
DERMO:0002507,phymatous rosacea stage 1,Rosacea involving hypertrophy of the sebaceous glands of the affected region. Stage1  characterized by puffiness; mildly patulous follicles; no clinically apparent hypertrophy of connective tissue or sebaceous glands; no change in contour.,,,DERMO:0002495,,False
DERMO:0002508,phymatous rosacea stage 2,"Rosacea involving hypertrophy of the sebaceous glands of the affected region. Stage 2 characterized by moderate swelling; moderately dilated patulous follicles; clinically, mild hypertrophy of the sebaceous glands or connective tissue; change in nasal contour without nodular component.",,,DERMO:0002495,,False
DERMO:0002509,phymatous rosacea stage 3,"Rosacea involving hypertrophy of the sebaceous glands of the affected region. Stage 3 characterized by marked swelling; large dilated follicles; distortion of contour due to hypertrophy of the sebaceous glands and/or connective tissue, with a nodular component.",,,DERMO:0002495,,False
DERMO:0002510,gnathophyma,hypertrophy of the sebaceous glands of the central chin.,,,DERMO:0002495,,False
DERMO:0002511,otophyma,"Hypertrophy of the sebaceous glands, causing swelling of the ears, primarily affecting the lower half of the helices and the lobes of the ears.",,,DERMO:0002495,,False
DERMO:0002512,mentophyma,"Cushion-like, firm swelling of central forehead, caused by hypertrophy of the sebaceous glands.",,,DERMO:0002495,,False
DERMO:0002513,blepharophyma,"Hypertrophy of the sebaceous glands of the eyelids, leading to swelling of the eyelids.",,,DERMO:0002495,,False
DERMO:0002514,rosacea fulminans,Rosacea fulminans is characterized by the explosive onset of inflammatory papules and pustules superimposed on a background of facial erythema and sometimes even accompanied by fever.,pyoderma faciale,"DERMLEX:2311 ""pyoderma faciale""",DERMO:0002492,,False
DERMO:0002515,granulomatous rosacea,Persistent red-brown to skin-colored facial papules with a characteristic non-caseating granulomatous histology is referred to as granulomatous rosacea.,,"SNOMEDCT_US_2015_03_01:68805003 ""granulomatous rosacea""|SNOMEDCT_US_2015_03_01:397845003 ""granulomatous rosacea""|DERMLEX:2312 ""granulomatous rosacea""",DERMO:0002492,,False
DERMO:0002516,rosacea-like disorder,Disorder presenting like rosacea.,,,DERMO:0000007,,False
DERMO:0002517,periorificial dermatitis,"Periorificial dermatitis, has a superficial resemblance to rosacea but the morphology of the lesions - grouped tiny superficial papulovesicles or papulopustules in the same stage of development rather than larger crops of papules and pustules in varying stages of development - and the distribution of the lesions usually indicate the correct diagnosis.",perioral dermatitis,"ICD10:L71.0 ""periorificial dermatitis""",DERMO:0002516,,False
DERMO:0002518,rosaceiform dermatitis,"Rosaceiform dermatitis refers to a drug eruption caused by the application of topical calcineurin inhibitors to the face. It is characterized by facial erythema, small papules and numerous pustules.",,,DERMO:0002516,,False
DERMO:0002519,steroid-induced rosacea,"Steroid-induced rosacea presents with erythema, papules, pustules and sometimes telangiectasias and atrophy due to repeated applications of potent topical corticosteroid preparations to the face.",,,DERMO:0002516,,False
DERMO:0002520,pityriasis folliculorum,"Pityriasus fulliculorum is characerized by a roughened, whitish, scaling skin surface  superimposed on a background of faint erythema plus scattered fine papules and pustules. It is thought to be caused in young to middle-aged women by the patients rarely allowing water to contact the skin of their face and continually apply moisturizing creams and cosmetic preparations.",,"SNOMEDCT_US_2015_03_01:200993008 ""pityriasis folliculorum""",DERMO:0002516,,False
DERMO:0002521,haber's syndrome,"Haber's syndrome is a rare familial genodermatosis characterized by early-onset facial erythema, verrucous papules, truncal keratotic lesions and pitted atrophic scars.",,"SNOMEDCT_US_2015_03_01:69971003 ""haber's syndrome""",DERMO:0002516,,False
DERMO:0002522,follicular disorder,Disorder of the hair follicles.,,,DERMO:0000007,,False
DERMO:0002523,folliculitis,Infection of the hair follicles.,,"SNOMEDCT_US_2015_03_01:13600006 ""folliculitis""|SNOMEDCT_US_2015_03_01:156411003 ""folliculitis""|SNOMEDCT_US_2015_03_01:201177005 ""folliculitis""|SNOMEDCT_US_2015_03_01:267863007 ""folliculitis""|DERMLEX:23 ""folliculitis""|DOID:4409 ""folliculitis""|MP:0000376 ""folliculitis""",DERMO:0002522,,False
DERMO:0002524,superficial folliculitis,"Infection of the hair follicles, limited to only the superficial follicles.",bockhart's impetigo,"SNOMEDCT_US_2015_03_01:267812007 ""superficial folliculitis""",DERMO:0002072|DERMO:0002523,DERMO:0002074,False
DERMO:0002525,sycosis lupoid,"Scarring form of deep folliculitis, typically affecting the beard area; may be caused by S. aureus, chronic course, refractory to treatment.",,,DERMO:0002546,,False
DERMO:0002526,itching folliculitis,,,,DERMO:0002524,,False
DERMO:0002527,irritant folliculitis,"Follicular pustules in the sites of application or exposure to irritant, often after application of topical medications.",,,DERMO:0002524,,False
DERMO:0002528,dermatophyte folliculitis,Folliculitis caused by infection of a dermatophyte fungus.,,,DERMO:0002524,,False
DERMO:0002529,majocchi's granuloma,Majocchi granuloma is a deep and persistent suppurative folliculitis caused by dermatophyte fungi.,,"SNOMEDCT_US_2015_03_01:186995009 ""majocchi's granuloma""|SNOMEDCT_US_2015_03_01:214600002 ""majocchi's granuloma""|SNOMEDCT_US_2015_03_01:58950002 ""majocchi's granuloma""|DOID:13368 ""majocchi's granuloma""",DERMO:0002528,,False
DERMO:0002530,candida folliculitis,Pruritic satellite pustules surrounding areas of intertriginous candidiasis.,,"DERMLEX:4782 ""candida folliculitis""",DERMO:0002268|DERMO:0002524,,False
DERMO:0002531,demodex folliculitis,"Erythematous follicular papules and pustules on the face, often with a background of diffuse erythema. Skin scrapings reveal numerous Demodex mites.",demodicoidosis,"SNOMEDCT_US_2015_03_01:240894003 ""demodex folliculitis""|DERMLEX:428 ""demodex folliculitis""",DERMO:0002524,,False
DERMO:0002532,drug-induced folliculitis,"Acute eruption of monomorphic erythematous follicular papules and pustules on the trunk, shoulders and upper arms after exposure to a therapeutic agent.",,,DERMO:0002524,,False
DERMO:0002533,actinic folliculitits,Development of follicular pustules on the upper trunk and arms 24-30 hours after first sun exposure of the summer.,,,DERMO:0002524,,False
DERMO:0002534,eosinophilic folliculitis,Eosinophilic folliculitis is a recurrent skin disorder of unknown cause. Histological specimens find eosinophils around hair follicle.,,"SNOMEDCT_US_2015_03_01:95333004 ""eosinophilic folliculitis""|DERMLEX:2323 ""eosinophilic folliculitis""",DERMO:0002524,,False
DERMO:0002535,eosiniphilic pustular folliculitis,"Eosinophilic pustular folliculitis is characterized by recurrent episodes of eruptive, intensely pruritic, follicular papulopustules.",ofuji's disease|sterile eosinophilic pustulosis,,DERMO:0002534,,False
DERMO:0002536,AIDS-associated eosinophilic folliculitis,"A pruritic papular eruption with histologic features that are similar to eosinophilic pustular folliculitis can develop in HIV-infected patients, many of whom fulfill the criteria for AIDS.",immunosuppression-associated eosinophilic folliculitis,,DERMO:0002331|DERMO:0002534,,False
DERMO:0002537,disseminate and recurrent infundibulofolliculitis,"Hundreds of uniform, skin-colored papules that have been likened to goose bumps. Histologically, there is mild inflammation of the follicular infundibulum.",hitch and lund disease|recurrent disseminated infundibulofolliculitits,"SNOMEDCT_US_2015_03_01:81856009 ""disseminate and recurrent infundibulofolliculitis""",DERMO:0002524,,False
DERMO:0002538,disorder of follicular keratinization,,,,DERMO:0002522,,False
DERMO:0002539,erythromelanosis follicularis faciei,A follicular disorder that involves the lateral cheeks and sometimes the lateral aspects of the neck. Multiple pinpoint follicular papules are superimposed on a red-brown patch; the papules appear relatively hypopigmented.,erythromelanosis follicularis faciei et colli,,DERMO:0002538,,False
DERMO:0002540,keratosis pilaris atrophicans,Keratosis pilaris atrophicans encompasses a group of disorders in which the abnormality in follicular keratinization is accompanied by atrophy and scarring alopecia.,,"SNOMEDCT_US_2015_03_01:7719008 ""keratosis pilaris atrophicans""|SNOMEDCT_US_2015_03_01:400059005 ""keratosis pilaris atrophicans""",DERMO:0000005|DERMO:0002538,,False
DERMO:0002541,keratosis pilaris atrophicans faciei,Facial follicular atrophy.,,"SNOMEDCT_US_2015_03_01:7719008 ""keratosis pilaris atrophicans faciei""|DERMLEX:2329 ""keratosis pilaris atrophicans faciei""",DERMO:0002540,,False
DERMO:0002542,atrophoderma vermiculatum,"Facial follicular atrophy, resulting in severe worm-eaten appearance of the cheeks.",acne vermoulante|atrophoderma reticulata symmertica faciei|folliculitis ulerythema reticulata|folliculitis ulerythemosa|honeycomb atrophy|ulerythema acneiforme,"SNOMEDCT_US_2015_03_01:201154005 ""atrophoderma vermiculatum""|SNOMEDCT_US_2015_03_01:2736005 ""atrophoderma vermiculatum""|DERMLEX:2328 ""atrophoderma vermiculatum""",DERMO:0001866|DERMO:0002540,DERMO:0001867,False
DERMO:0002543,folliculitits spinulosa decalvans,Facial follicular atrophy which results in bald areas on the scalp due to follicular pustules.,,,DERMO:0002540,,False
DERMO:0002544,phrynoderma,"Follicular papules of various sizes with conical keratotic plugs favor the extensor surfaces of the extremities, but may then spread to involve other locations. The face is the last site to become involved, and the hands and feet are spared.",,"SNOMEDCT_US_2015_03_01:238629004 ""phrynoderma""|DERMLEX:2751 ""phrynoderma""",DERMO:0002538,,False
DERMO:0002545,deep folliculitis,"Infection of the hair follicles, also affecting the deeper structures of the skin.",,"SNOMEDCT_US_2015_03_01:707220001 ""deep folliculitis""",DERMO:0002523,,False
DERMO:0002546,sycosis,"Infection of the bearded part of a man's face, caused by a bacterial infection.",,"SNOMEDCT_US_2015_03_01:253005 ""sycosis""",DERMO:0002545,,False
DERMO:0002547,mycotic sycosis,"Dermatophyte folliculitis of the beard area (most often the chin), usually caused by zoophilic organisms.",,"SNOMEDCT_US_2015_03_01:399329002 ""mycotic sycosis""|SNOMEDCT_US_2015_03_01:55875000 ""mycotic sycosis""",DERMO:0002546,,False
DERMO:0002548,herpetic sycosis,"Rapid development of individual and grouped follicular pustules and vesicles on an erythematous base in the beard area, due to spread of herpes simplex virus spread to the area.",,,DERMO:0002546,,False
DERMO:0002549,pseudofolliculitits barbae,Pseudofolliculitis barbae is a common chronic inflammatory disorder occurring most often in the beard area of men who shave.,barber's itch|chronic sycosis barbae|follulitis barbae traumatica|ingrown hairs|razor bumps|scarring pseudofolliculitits of the beard|shave bumps,,DERMO:0002078|DERMO:0002545,,False
DERMO:0002550,hidradenitis suppurativa,"Hidradenitis suppurativa targets apocrine gland-bearing skin sites, in particular the axillae and anogenital region. It is a chronic condition characterized by recurrent furuncles and draining sinus tracts with subsequent scarring.",acne inversa|pyoderma fistulans significa|verneuil's disease,"SNOMEDCT_US_2015_03_01:156417004 ""hidradenitis suppurativa""|SNOMEDCT_US_2015_03_01:201204008 ""hidradenitis suppurativa""|SNOMEDCT_US_2015_03_01:267866004 ""hidradenitis suppurativa""|SNOMEDCT_US_2015_03_01:59393003 ""hidradenitis suppurativa""|DERMLEX:2317 ""hidradenitis suppurativa""|DOID:2280 ""hidradenitis suppurativa""|ICD10:L73.2 ""hidradenitis suppurativa""",DERMO:0002545,,False
DERMO:0002551,hidradenitis suppurativa stage 1,Hidradenitis suppurativa with one or more abscesses with no sinus tract or scar formation.,,,DERMO:0002550,,False
DERMO:0002552,hidradenitis suppurativa stage 2,"Hidradenitis suppurativa with one or more widely separated recurrent abscesses, with sinus tract and scar formation.",,,DERMO:0002550,,False
DERMO:0002553,hidradenitis suppurativa stage 3,Hidradenitis suppurativa with multiple interconnected tracts and abscesses throughout an affected region.,,,DERMO:0002550,,False
DERMO:0002554,trichostasis spinulosa,Trichostasis spinulosa is a common but often underdiagnosed follicular disorder of unknown etiology. Asymptomatic comedo-like lesions that contain keratin and multiple vellus hairs are seen.,,"SNOMEDCT_US_2015_03_01:21049007 ""trichostasis spinulosa""|DERMLEX:4520 ""trichostasis spinulosa""",DERMO:0002522,,False
DERMO:0002556,disorder of the eccrine or apocrine sweat gland,,,,DERMO:0000007,,False
DERMO:0002557,hyperhidrosis,Hyperhidrosis is the name given to excessive and uncontrollable sweating.,,"SNOMEDCT_US_2015_03_01:312230002 ""hyperhidrosis""|SNOMEDCT_US_2015_03_01:52613005 ""hyperhidrosis""|DERMLEX:692 ""hyperhidrosis""|HP:0000975 ""hyperhidrosis""|ICD10:R61 ""hyperhidrosis""",DERMO:0002556,,False
DERMO:0002558,primary hyperhidrosis,Primary hyperhidrosis is defined as excessive sweating in localized areas that is not associated with a systemic disorder.,primary focal hyperhidrosis,,DERMO:0002557,,False
DERMO:0002559,volar hyperhidrosis,Primary hyperhidrosis localized to the palms of the hands and soles of the feet.,palmoplantar primary hyperhidrosis,,DERMO:0002558,,False
DERMO:0002560,axillary hyperhidrosis,Primary hyperhidrosis localized to the axillae.,,,DERMO:0002558,,False
DERMO:0002561,secondary hyperhidrosis,Secondary hyperhidrosis is caused by or associated with another systemic disorder.,,,DERMO:0002557,,False
DERMO:0002562,disorder associated with cortical hyperhidrosis,,,,DERMO:0002561,,False
DERMO:0002563,hypothalamic hyperhidrosis,Hyperhidrosis due to elevated body temperature or direct hypothalamic stimulation. May be nocturnal or diurnal.,thermal hyperhidrosis,,DERMO:0002561,,False
DERMO:0002564,drug-induced hyperhidrosis,Increased sweating due to the pharmacological effects of certain drugs after administration.,,,DERMO:0002561,,False
DERMO:0002565,medullary hyperhidrosis,,gustatory hyperhidrosis,,DERMO:0002561,,False
DERMO:0002566,physiological medullary hyperhidrosis,"Physiologic medullary hyperhidrosis is most commonly triggered by spicy foods, alcohol and citrus fruits.",,,DERMO:0002565,,False
DERMO:0002567,pathological medullary hyperhidrosis,"This disorder arises after disruption of nerves. During healing, nerve fibers mediating sweating aberrantly connect to nerves that mediate salivation. Impulses in parasympathetic fibers normally supplying the salivary glands are now misdirected to the sweat glands. As a result, salivary stimulation elicits sweating.",,,DERMO:0002565,,False
DERMO:0002568,auriculotemporal syndrome,"Auriculotemporal syndrome is common after parotid surgery, presenting with gustatory flushing, but usually no obvious sweating.",frey's syndrome,"SNOMEDCT_US_2015_03_01:45294007 ""auriculotemporal syndrome""",DERMO:0002567,,False
DERMO:0002569,chorda tympani syndrome,"This disorder results from transposition of sympathetic sudomotor and parasympathetic secretomotor fibers to the submandibular gland that are carried in the chorda tympani nerve. In this syndrome, salivary stimuli induce sweating on the chin and lower jaw line.",,,DERMO:0002567,,False
DERMO:0002570,spinal sweating,Any injury or disease process that severs or interferes with the reticulospinal tracts of the cord can disrupt the sweating reflex. A lack of sweating in response to thermal stimulation usually occurs below the level of the injury.,cord transection sweating,,DERMO:0002561,,False
DERMO:0002571,autonomic dysreflexia,"Autonomic dysreflexia is a syndrome that may occur with spinal injury at or above T6. Massive episodic sympathetic discharge results in sweating above the level of the transection accompanied by headache, hypertension, facial flushing, bradycardia or tachycardia, piloerection and paresthesias.",,"SNOMEDCT_US_2015_03_01:129618003 ""autonomic dysreflexia""|ICD10:G90.4 ""autonomic dysreflexia""",DERMO:0002561,,False
DERMO:0002572,compensatory hyperhidrosis,"The sweat glands of one area become hyperactive in an effort to compensate for hypo- or anhidrosis, caused by denervation or disease, in another.",,"SNOMEDCT_US_2015_03_01:403378004 ""compensatory hyperhidrosis""|DERMLEX:5233 ""compensatory hyperhidrosis""",DERMO:0002561,,False
DERMO:0002573,non-neural hyperhidrosis,Direct stimulation of eccrine sweat glands by heat or sudomimetic drugs can lead to localized sweating.,,,DERMO:0002561,,False
DERMO:0002574,hypohidrosis,Reduced sweating.,,"SNOMEDCT_US_2015_03_01:201189007 ""hypohidrosis""|SNOMEDCT_US_2015_03_01:45004005 ""hypohidrosis""|DOID:11155 ""hypohidrosis""|HP:0000966 ""hypohidrosis""",DERMO:0002556,,False
DERMO:0002575,central hypohidrosis,Disruption of the central sweating centres of the brain resulting in decreased or absent sweating.,,,DERMO:0002574,,False
DERMO:0002576,neuropathic hypohidrosis,Disruption of the innervation of the sweat glands at any level below the central nervous system leading to reduced or absent sweating.,,,DERMO:0002574,,False
DERMO:0002577,anhidrosis,Inability to produce sweat,,"SNOMEDCT_US_2015_03_01:156414006 ""anhidrosis""|SNOMEDCT_US_2015_03_01:201189007 ""anhidrosis""|SNOMEDCT_US_2015_03_01:39659002 ""anhidrosis""|DERMLEX:4137 ""anhidrosis""|DOID:11156 ""anhidrosis""|HP:0000970 ""anhidrosis""|ICD10:L74.4 ""anhidrosis""",DERMO:0002556,,False
DERMO:0002578,drug-induced anhidrosis,"Anhidrosis induced by drug administration, often with anticholinergic effects.",,,DERMO:0002577,,False
DERMO:0002579,drug-induced hypohidrosis,Reduced sweating due to the pharmacological effects of certain drugs after administration.,,,DERMO:0002574,,False
DERMO:0002580,peripheral anhidrosis,,,,DERMO:0002577,,False
DERMO:0002581,miliaria,Disorder due to obstruction of the eccrine sweat gland.,eccrine miliaria,"SNOMEDCT_US_2015_03_01:63951004 ""miliaria""|DOID:1382 ""miliaria""",DERMO:0000311|DERMO:0002556,,False
DERMO:0002582,miliaria crystallina,Disorder due to obstruction of the eccrine sweat gland at the level of the stratum corneum.,miliaria sudamina|superficial ductal occlusion,"SNOMEDCT_US_2015_03_01:44279002 ""miliaria crystallina""|DERMLEX:2343 ""miliaria crystallina""|ICD10:L74.1 ""miliaria crystallina""",DERMO:0002581,,False
DERMO:0002583,miliaria rubra,Disorder due to obstruction of the eccrine sweat gland at the level of the mid-epidermis.,intermediate ductal occlusion|prickly heat,"SNOMEDCT_US_2015_03_01:72658003 ""miliaria rubra""|SNOMEDCT_US_2015_03_01:156415007 ""miliaria rubra""|SNOMEDCT_US_2015_03_01:201194007 ""miliaria rubra""|SNOMEDCT_US_2015_03_01:267813002 ""miliaria rubra""|SNOMEDCT_US_2015_03_01:44279002 ""miliaria rubra""|DERMLEX:2344 ""miliaria rubra""|DOID:11153 ""miliaria rubra""|ICD10:L74.0 ""miliaria rubra""",DERMO:0002581,,False
DERMO:0002584,miliaria profunda,Disorder due to obstruction of the eccrine sweat gland at the level of the dermal-epidermal junction.,deep ductal occlusion|mammillaria,"SNOMEDCT_US_2015_03_01:201193001 ""miliaria profunda""|SNOMEDCT_US_2015_03_01:47317002 ""miliaria profunda""|DERMLEX:2345 ""miliaria profunda""|ICD10:L74.2 ""miliaria profunda""",DERMO:0002581,,False
